,age,avg_time,category,geek_rating,id,max_players,mechanic,min_players,name,rank,rating_count,weight,year
332,8,20,"['Puzzle', 'Racing', 'Real-time', 'Video Game Theme']",7.26957,253215,4,['Tile Placement'],1,Jetpack Joyride,8728.0,0,0.0,2019
333,14,30,['Dice'],6.36875,206753,4,"['Deck / Pool Building', 'Dice Rolling']",2,Blank White Dice,13034.0,1,2.0,2016
334,13,120,"['Expansion for Base-game', 'Exploration', 'Fantasy', 'Fighting', 'Nautical', 'Pirates']",8.43878,244532,5,"['Action Point Allowance System', 'Cooperative Play', 'Dice Rolling', 'Grid Movement', 'Modular Board']",1,Dead Men Tell No Tales: The Kraken,,5,2.8,2018
335,14,45,['Card Game'],7.50643,247724,2,"['Area Control / Area Influence', 'Hand Management', 'Take That', 'Variable Player Powers']",2,"Smash Up: Oops, You Did It Again",5017.0,1,2.0,2018
336,16,60,"['Electronic', 'Puzzle', 'Real-time']",7.192539999999999,229315,5,['Cooperative Play'],3,Escape Room: The Game – Virtual Reality,5025.0,1,2.0,2017
337,13,45,"['Adventure', 'Dice', 'Fantasy', 'Miniatures']",7.64717,202242,5,"['Dice Rolling', 'Modular Board', 'Take That', 'Variable Player Powers']",1,Masmorra: Dungeons of Arcadia – Monsters Dice Set,,0,0.0,2016
338,16,80,"['Horror', 'Medical', 'Video Game Theme']",6.92857,172465,4,"['Area Movement', 'Partnerships', 'Point to Point Movement', 'Secret Unit Deployment', 'Variable Player Powers']",2,Tabletop Pathologic,11481.0,2,3.0,2016
339,9,20,"['Card Game', 'Fantasy']",6.70962,168265,4,['Hand Management'],2,oddball Aeronauts 2: Double the Trouble,7824.0,6,1.8333,2015
340,10,15,"['Abstract Strategy', 'Animals', 'Card Game']",6.51384,195454,3,"['Pattern Building', 'Set Collection', 'Tile Placement']",2,Nut,6041.0,2,1.0,2017
341,14,240,"['Civil War', 'Wargame', 'World War I']",7.805560000000001,246129,3,['Hex-and-Counter'],2,Helsinki 1918: German Intervention to the Finnish Civil War,7828.0,4,2.5,2018
342,14,90,"['Ancient', 'Card Game', 'Dice', 'Expansion for Base-game', 'Miniatures', 'Mythology', 'Wargame']",8.98368,220000,4,"['Area Control / Area Influence', 'Area Movement', 'Campaign / Battle Card Driven', 'Card Drafting', 'Dice Rolling', 'Hand Management', 'Player Elimination', 'Variable Player Powers']",1,Mythic Battles: Pantheon – Pandora's Box,,0,0.0,2017
343,0,20,"['Dice', 'Mature / Adult', 'Party Game']",0.0,133212,6,['Roll / Spin and Move'],2,The 19th Hole,,0,0.0,0
344,14,0,"['Aviation / Flight', 'Modern Warfare', 'Wargame']",9.0,213497,0,"['Dice Rolling', 'Hex-and-Counter', 'Simulation']",1,"Red Storm: The Air War Over Central Germany, 1987",,1,5.0,2019
345,12,90,"['Educational', 'Negotiation', 'Political']",6.97813,181083,7,"['Trading', 'Trick-taking', 'Voting']",3,European Union: The Board Game,10349.0,4,2.75,2015
346,8,30,['Dice'],6.1928,181959,4,"['Dice Rolling', 'Pattern Building']",2,Gipfelkraxler,7018.0,9,1.5556,2015
347,0,0,"['Expansion for Base-game', 'Fantasy']",7.8686,203011,6,"['Cooperative Play', 'Dice Rolling', 'Modular Board', 'Variable Player Powers']",1,Massive Darkness: Heroes & Monster Set – Bloodmoon Assassins vs The Hellephant,,0,0.0,2017
348,14,120,"['Book', 'Collectible Components', 'Expansion for Base-game', 'Fantasy', 'Horror', 'Novel-based']",7.80282,237424,2,[],1,Arkham Horror: The Card Game – Jenny Barnes Promo Cards,,0,0.0,2017
349,0,90,"['Fantasy', 'Fighting', 'Miniatures']",8.30189,101644,2,"['Action Point Allowance System', 'Dice Rolling', 'Variable Player Powers']",2,Bushido,7460.0,8,3.375,2011
350,14,90,"['Adventure', 'Dice', 'Fantasy', 'Fighting']",9.0,228724,7,"['Action / Movement Programming', 'Cooperative Play', 'Dice Rolling', 'Modular Board', 'Player Elimination', 'Tile Placement']",1,Dead Throne,,2,2.5,2019
351,13,120,"['Expansion for Base-game', 'Medieval', 'Negotiation', 'Territory Building']",7.5507,153805,6,"['Area Control / Area Influence', 'Partnerships', 'Trading']",3,Fief: France 1429 – Crusades Expansion,,7,3.7143,2015
352,10,90,['Territory Building'],6.45581,200836,5,"['Area Control / Area Influence', 'Card Drafting', 'Route/Network Building', 'Tile Placement']",2,Da Yunhe: Der Grosse Kaiserkanal,10950.0,2,3.0,2016
353,13,30,"['Card Game', 'Dice', 'Miniatures', 'Science Fiction']",6.6,157470,6,"['Dice Rolling', 'Hex-and-Counter', 'Player Elimination']",2,Arsenal: Arena Combat – Core Set,,0,0.0,2015
354,8,0,['Fantasy'],8.39706,203560,4,['Storytelling'],2,Fall of Magic,7616.0,2,1.0,2015
355,8,20,[],6.50202,241025,99,"['Dice Rolling', 'Paper-and-Pencil', 'Simultaneous Action Selection']",1,Penny Papers Adventures: Skull Island,5383.0,5,2.0,2018
356,0,240,"['Wargame', 'World War II']",7.478260000000001,182406,6,['Hex-and-Counter'],2,"Sealion: The German Invasion of England, September 1940",,2,3.5,2017
357,10,240,"['Abstract Strategy', 'Educational', 'Medieval', 'Negotiation']",5.55556,182736,7,"['Area Control / Area Influence', 'Area Movement', 'Secret Unit Deployment', 'Simultaneous Action Selection']",2,Swords & Sails,,3,3.3333,2019
358,10,30,"['Miniatures', 'Print & Play', 'Science Fiction']",5.0,16287,4,"['Area Movement', 'Simulation']",2,Flotilla,,2,3.0,2004
359,8,50,"['Economic', 'Expansion for Base-game', 'Territory Building']",7.21444,205159,5,"['Auction/Bidding', 'Tile Placement']",2,Isle of Skye: From Chieftain to King – Kennerspiel des Jahres Promo Tile,,2,1.5,2016
360,8,30,['Abstract Strategy'],8.16095,253372,5,"['Grid Movement', 'Modular Board', 'Pattern Building', 'Set Collection', 'Tile Placement']",2,Minerals,7535.0,1,2.0,2018
361,10,45,['Murder/Mystery'],6.64655,205478,5,"['Hand Management', 'Memory']",3,Covenant,9789.0,0,0.0,2016
362,8,35,['Card Game'],0.0,123645,8,['Card Drafting'],2,Targets,,1,2.0,2009
363,13,30,"['Card Game', 'Fantasy', 'Science Fiction']",6.756410000000001,217884,2,"['Area Control / Area Influence', 'Hand Management']",2,Shadowrun: Zero Day,10167.0,3,1.6667,2017
364,8,20,['Science Fiction'],6.02797,218235,5,"['Hand Management', 'Worker Placement']",2,Ticket to Mars,11252.0,3,1.0,2017
365,13,30,"['Card Game', 'Real-time']",6.39524,220672,8,['Card Drafting'],2,Shop 'N Time,7926.0,1,1.0,2017
366,10,75,['Fantasy'],8.125,234104,4,"['Pattern Building', 'Set Collection']",2,The Valley of Alchemists,13475.0,0,0.0,2018
367,8,50,"['Ancient', 'Card Game', 'City Building', 'Dice', 'Economic']",5.41886,245325,4,"['Dice Rolling', 'Hand Management', 'Press Your Luck', 'Set Collection', 'Worker Placement']",2,Athens,14821.0,1,2.0,2018
368,12,25,"['Card Game', 'Science Fiction']",5.02778,170190,6,['Auction/Bidding'],2,Time Jockeys,15290.0,4,1.75,2016
369,8,20,['Abstract Strategy'],7.060230000000001,46614,2,"['Area Movement', 'Pattern Building']",2,Nonaga,6687.0,7,1.8571,2017
370,8,30,['Action / Dexterity'],6.8414399999999995,204734,99,['Pattern Building'],2,Stick Stack,6576.0,3,1.0,2016
371,14,60,['Economic'],6.53182,184266,5,"['Commodity Speculation', 'Hand Management', 'Simulation', 'Take That']",2,Wongamania: Banana Economy,11328.0,3,1.3333,2016
372,12,240,"['Nautical', 'Wargame', 'World War II']",6.910139999999999,912,2,"['Dice Rolling', 'Secret Unit Deployment', 'Simulation']",2,Pacific Victory,3135.0,54,3.2037,2000
373,8,20,"['Expansion for Base-game', 'Mythology']",7.561539999999999,214322,4,['Variable Player Powers'],2,Santorini: Tyche,,1,2.0,2017
374,14,60,"['Card Game', 'Expansion for Base-game', 'Fantasy']",8.43635,246805,4,"['Cooperative Play', 'Deck / Pool Building', 'Hand Management']",1,Aeon's End: Buried Secrets,,1,3.0,2019
375,17,20,['Party Game'],4.23529,213602,10,"['Betting/Wagering', 'Card Drafting', 'Dice Rolling']",2,"Bed, Wed, Dead: A Game of Dirty Decisions",,1,1.0,2016
376,14,75,"['Dice', 'Expansion for Base-game', 'Medieval']",7.9036,261247,4,"['Area Control / Area Influence', 'Dice Rolling', 'Roll / Spin and Move', 'Set Collection', 'Worker Placement']",2,Merlin: Arthur Expansion,,3,3.3333,2018
377,8,45,"['Animals', 'Dice']",6.14655,244082,4,"['Dice Rolling', 'Pattern Building', 'Set Collection', 'Tile Placement']",2,Outback,8711.0,3,1.3333,2018
378,8,20,"['Bluffing', 'Card Game', 'Deduction', 'Mythology']",6.3528400000000005,256838,6,"['Player Elimination', 'Take That']",3,Nessos,8655.0,4,1.0,2018
379,7,20,"[""Children's Game"", 'Fantasy', 'Memory', 'Novel-based']",6.55143,198881,4,"['Memory', 'Pattern Recognition', 'Press Your Luck', 'Route/Network Building', 'Tile Placement']",1,The Princess and the Goblin,9750.0,3,1.6667,2016
380,6,5,"['Book', 'Card Game', 'Real-time']",5.83817,245446,4,['Pattern Recognition'],2,Nimble,11457.0,3,1.0,2018
381,0,45,"['Card Game', 'Fantasy', 'Medieval', 'Pirates', 'Print & Play']",7.88192,249814,2,"['Auction/Bidding', 'Card Drafting']",2,Crimson Company,7874.0,6,2.6667,2018
382,14,60,['Sports'],7.2361699999999995,260218,4,['Dice Rolling'],2,1st & Roll,8290.0,1,2.0,2018
383,8,35,[],6.51515,245382,4,"['Area Control / Area Influence', 'Set Collection']",2,Wangdo,9082.0,1,2.0,2018
384,7,15,"['Action / Dexterity', 'Party Game', 'Real-time']",6.4147099999999995,240094,6,['Partnerships'],2,Maki Stack,8377.0,2,1.0,2018
385,0,0,"['Wargame', 'World War II']",7.552630000000001,168382,1,['Hex-and-Counter'],1,Night Fight: Solitaire East Front Tactics,,1,3.0,2015
386,12,0,['Card Game'],6.41892,192909,0,"['Card Drafting', 'Role Playing']",1,Sneaky Cards,9927.0,0,0.0,2015
387,12,60,"['Collectible Components', 'Dice', 'Fighting', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction', 'Wargame']",7.32222,227813,4,"['Campaign / Battle Card Driven', 'Dice Rolling', 'Variable Player Powers']",2,Doctor Who: Exterminate! The Miniatures Game,10890.0,2,2.5,2017
388,8,90,"['Card Game', 'Fantasy']",6.88571,206666,6,"['Hand Management', 'Variable Player Powers']",3,Beneath Nexus,9562.0,1,2.0,2016
389,8,45,"['Card Game', 'Fantasy', 'Fighting']",6.916869999999999,178166,4,"['Card Drafting', 'Hand Management', 'Variable Player Powers']",1,No Time For Heroes,7322.0,5,2.2,2016
390,17,45,"['Card Game', 'Humor', 'Party Game', 'Print & Play']",5.7619,238825,99,['Card Drafting'],3,Cards Against Downtime,,1,1.0,2017
391,14,45,"['Card Game', 'Expansion for Base-game', 'Mythology', 'Science Fiction']",7.096830000000001,189662,4,"['Auction/Bidding', 'Card Drafting', 'Hand Management', 'Press Your Luck', 'Set Collection']",2,Abyss: Key Monster Tokens,,3,1.6667,2015
392,14,60,"['Adventure', 'Card Game', 'Fantasy', 'Humor']",4.5625,225766,4,['Cooperative Play'],1,Awful Fantasy Adventures,,3,1.3333,2018
393,13,120,"['Card Game', 'Fantasy', 'Fighting']",6.5,149374,4,"['Campaign / Battle Card Driven', 'Cooperative Play', 'Deck / Pool Building', 'Hand Management', 'Role Playing', 'Variable Player Powers']",1,Songs of Artha,,2,3.0,2015
394,7,15,"['Abstract Strategy', 'Dice', 'Print & Play']",6.87242,191916,2,"['Area Control / Area Influence', 'Grid Movement', 'Tile Placement']",2,Cubeo,10139.0,3,1.6667,2016
395,10,20,"['Abstract Strategy', 'Card Game', 'Sports', 'Territory Building']",6.39086,192824,6,"['Area Control / Area Influence', 'Card Drafting', 'Deck / Pool Building', 'Hand Management', 'Partnerships', 'Set Collection', 'Take That', 'Variable Player Powers', 'Worker Placement']",2,GYM,6062.0,9,2.5556,2017
396,14,60,"['Expansion for Base-game', 'Miniatures']",7.586360000000001,254381,4,[],2,Wildlands: The Adventuring Party,,0,0.0,2019
397,10,30,"['Exploration', 'Print & Play', 'Science Fiction']",6.25217,172558,1,"['Card Drafting', 'Grid Movement', 'Modular Board', 'Press Your Luck', 'Set Collection']",1,Crashland,,1,2.0,2015
398,13,20,"['Bluffing', 'Card Game', 'Deduction', 'Novel-based', 'Renaissance']",6.72297,171429,5,"['Auction/Bidding', 'Card Drafting', 'Hand Management']",2,Council of Verona: Corruption,,0,0.0,2015
399,8,45,"['Animals', 'Bluffing', 'Party Game']",5.95786,217890,6,"['Betting/Wagering', 'Press Your Luck']",2,Doggy Bag,10515.0,5,1.2,2017
400,11,60,"['Card Game', 'Expansion for Base-game', 'Movies / TV / Radio theme']",7.60933,216011,4,"['Cooperative Play', 'Deck / Pool Building']",2,Harry Potter: Hogwarts Battle – Ally: The Dursleys,,1,2.0,2016
401,8,60,"['Bluffing', 'Deduction', 'Fantasy']",6.807589999999999,253679,5,"['Action / Movement Programming', 'Area Control / Area Influence', 'Press Your Luck', 'Worker Placement']",2,Festo!,7196.0,1,2.0,2018
402,13,35,"['Abstract Strategy', 'Card Game', 'Puzzle']",7.12628,230785,4,"['Cooperative Play', 'Grid Movement', 'Hand Management']",2,Dream Catchers,7100.0,3,2.0,2019
403,8,45,"['Abstract Strategy', 'Action / Dexterity', 'Card Game', 'Educational', 'Game System', 'Humor', 'Party Game', 'Trivia', 'Word Game']",7.4182,180845,10,"['Acting', 'Memory', 'Pattern Recognition', 'Press Your Luck', 'Set Collection', 'Storytelling']",2,Wibbell++,,2,1.5,2017
404,10,60,"['Card Game', 'Music']",5.86046,218236,5,"['Dice Rolling', 'Worker Placement']",2,Metal Mania,11985.0,4,2.0,2017
405,14,60,"['Medieval', 'Political', 'Spies/Secret Agents']",9.0,253499,4,"['Area Control / Area Influence', 'Betting/Wagering']",2,A War of Whispers,,2,3.0,2019
406,10,20,"['Party Game', 'Word Game']",6.871289999999999,226256,10,"['Pattern Recognition', 'Simultaneous Action Selection']",2,Password Express,5276.0,6,1.1667,2017
407,8,20,"['Action / Dexterity', 'Card Game', ""Children's Game"", 'Real-time']",6.78303,197760,8,['Pattern Recognition'],2,Ghost Blitz: Spooky Doo,5041.0,4,1.5,2016
408,8,30,['Medical'],6.459230000000001,240926,5,"['Card Drafting', 'Hand Management', 'Pattern Building']",2,Pocket Pharma,8749.0,3,1.6667,2018
409,8,80,"['Expansion for Base-game', 'Fantasy', 'Fighting', 'Territory Building']",7.908869999999999,241989,5,"['Area Control / Area Influence', 'Area Movement', 'Dice Rolling', 'Variable Player Powers']",2,Small World: Power Pack 2,,0,0.0,2017
410,13,0,['Expansion for Base-game'],7.16228,189653,4,[],1,Die Glasstraße: Die Adventskalendererweiterung,,4,2.75,2015
411,14,240,"['Exploration', 'Real-time', 'Zombies']",5.7731699999999995,203083,5,"['Cooperative Play', 'Hand Management', 'Pattern Building', 'Pattern Recognition']",2,"Zombies, Run! The Board Game",13156.0,2,2.0,2017
412,8,20,"['Animals', 'Card Game']",6.28182,230266,8,['Rock-Paper-Scissors'],1,Scare It!,8583.0,3,1.0,2018
413,14,150,"['Adventure', 'Exploration']",7.12568,217431,4,"['Action / Movement Programming', 'Area Control / Area Influence', 'Cooperative Play', 'Simultaneous Action Selection']",1,Darien Apocalypse,9501.0,1,3.0,2018
414,12,0,"['Expansion for Base-game', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction']",8.10662,205905,5,"['Dice Rolling', 'Modular Board', 'Role Playing']",2,Star Wars: Imperial Assault – Luke Skywalker Jedi Knight Ally Pack,,0,0.0,2017
415,17,30,"['Card Game', 'Expansion for Base-game', 'Humor', 'Mature / Adult', 'Party Game']",6.87667,214020,30,"['Hand Management', 'Simultaneous Action Selection']",4,Cards Against Humanity: Green Box,,3,1.6667,2016
416,12,150,"['American West', 'Animals', 'Expansion for Base-game']",7.23003,264228,4,"['Deck / Pool Building', 'Hand Management', 'Point to Point Movement', 'Set Collection']",2,Great Western Trail: At the Poker Table,,2,3.0,2018
417,13,120,"['Dice', 'Expansion for Base-game', 'Print & Play', 'Racing', 'Science Fiction']",7.425,184146,8,"['Card Drafting', 'Worker Placement']",2,Steampunk Rally: Rube Goldberg,,0,0.0,2015
418,14,30,"['Aviation / Flight', 'Collectible Components', 'Expansion for Base-game', 'Fantasy', 'Miniatures']",7.725,165518,99,"['Action / Movement Programming', 'Dice Rolling', 'Simultaneous Action Selection']",2,Dungeons & Dragons: Attack Wing – Tiamat Premium Figure,,3,3.0,2015
419,10,20,['Card Game'],7.39687,216497,2,"['Hand Management', 'Set Collection']",2,Throne and the Grail,5445.0,2,2.0,2016
420,14,0,"['Abstract Strategy', 'Card Game']",7.233160000000001,252402,0,"['Set Collection', 'Tile Placement']",2,Kodama Duo,5317.0,2,2.0,2018
421,13,120,"['Dice', 'Exploration', 'Pirates', 'Science Fiction']",7.67391,190047,4,"['Action / Movement Programming', 'Cooperative Play', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Time Track', 'Variable Player Powers']",1,Into the Black: Boarding Party,,2,3.0,2018
422,15,45,"['Abstract Strategy', 'Dice', 'Fantasy', 'Mythology']",6.87195,216367,4,"['Dice Rolling', 'Hand Management', 'Pattern Building', 'Tile Placement', 'Variable Player Powers']",2,Taiwan Monsters Brawl,10191.0,3,2.3333,2016
423,10,60,['Medical'],5.96951,224010,5,"['Action Point Allowance System', 'Set Collection']",2,Medical Frontier,12526.0,1,2.0,2017
424,6,15,[],6.6142,205766,4,['Cooperative Play'],2,Mino & Tauri,6975.0,3,1.0,2016
425,14,45,['Card Game'],7.6522,241225,2,[],2,Smash Up: That '70s Expansion,3776.0,2,3.0,2018
426,8,30,['Card Game'],6.35553,247984,5,['Set Collection'],2,Moorea,7793.0,5,2.0,2018
427,14,180,"['Adventure', 'Expansion for Base-game', 'Exploration']",7.818639999999999,210429,4,"['Cooperative Play', 'Dice Rolling', 'Modular Board', 'Simultaneous Action Selection', 'Tile Placement', 'Variable Player Powers', 'Worker Placement']",1,"Robinson Crusoe: Adventures on the Cursed Island – ""Poachers"" Scenario",,1,4.0,2016
428,12,45,"['Medieval', 'Print & Play']",7.461539999999999,233092,1,['Action Point Allowance System'],1,Highlands,,0,0.0,2017
429,6,10,[],7.07805,222887,6,['Pattern Recognition'],2,Twin It!,3820.0,7,1.0,2017
430,12,90,"['Expansion for Base-game', 'Renaissance']",6.990889999999999,213292,5,"['Action Point Allowance System', 'Area Control / Area Influence', 'Point to Point Movement', 'Route/Network Building']",2,Hansa Teutonica: Emperor's Favour,,2,2.5,2016
431,14,30,"['Card Game', 'Fighting', 'Science Fiction']",7.2514899999999995,138026,2,"['Deck / Pool Building', 'Hand Management', 'Rock-Paper-Scissors', 'Simultaneous Action Selection', 'Variable Player Powers']",2,Critical Mass: Raijin vs Archon,5856.0,1,2.0,2018
432,0,40,"['Animals', 'Card Game']",6.61918,217298,8,"['Card Drafting', 'Trick-taking', 'Variable Player Powers']",3,Anansi and the Box of Stories,10345.0,1,2.0,2017
433,10,60,"['Expansion for Base-game', 'Movies / TV / Radio theme', 'Science Fiction']",7.5328100000000004,192883,5,"['Cooperative Play', 'Pick-up and Deliver', 'Storytelling', 'Variable Player Powers']",2,Thunderbirds: The Hood,,2,2.0,2016
434,10,45,['Dice'],6.952939999999999,274090,4,"['Dice Rolling', 'Paper-and-Pencil', 'Pattern Building']",2,Lanterns Dice: Lights in the Sky,,0,0.0,2019
435,12,75,"['Animals', 'Card Game', 'Educational', 'Environmental', 'Prehistoric']",7.6375,195586,6,"['Action Point Allowance System', 'Hand Management', 'Press Your Luck', 'Secret Unit Deployment', 'Simulation', 'Simultaneous Action Selection']",2,Evolution: Scenario Cards,,1,1.0,2016
436,14,120,"['Adventure', 'Exploration', 'Negotiation', 'Video Game Theme']",6.67857,211717,4,"['Cooperative Play', 'Role Playing', 'Simulation', 'Storytelling', 'Worker Placement']",1,This War of Mine: TV Set Promo,,1,3.0,2016
437,12,30,"['Bluffing', 'Racing', 'Trains']",5.78576,1346,4,['Auction/Bidding'],3,Crazy Race,11047.0,17,1.4706,2001
438,14,30,"['Action / Dexterity', 'Card Game', 'Dice', 'Fighting', 'Real-time', 'Science Fiction']",5.79364,216647,4,"['Dice Rolling', 'Simultaneous Action Selection', 'Take That']",2,DiceBot MegaFun,14219.0,1,1.0,2017
439,5,45,"[""Children's Game"", 'Humor', 'Movies / TV / Radio theme']",4.4271,172729,4,['Roll / Spin and Move'],2,Despicable Me Game of Life,16110.0,2,1.5,2015
440,0,0,"['City Building', 'Expansion for Base-game', 'Medieval']",6.8017199999999995,186143,0,"['Area Control / Area Influence', 'Tile Placement']",0,Carcassonne: Bonusplättchen Spiel 2015,,2,2.0,2015
441,8,30,"['Card Game', 'Deduction', 'Party Game']",6.96045,198775,7,['Cooperative Play'],2,Yesss!,6249.0,3,1.0,2016
442,0,60,"['Animals', 'Environmental']",6.0,26224,8,['Hand Management'],2,Tembo,,0,0.0,1991
443,0,0,"['Card Game', 'Comic Book / Strip', 'Expansion for Base-game', 'Fighting']",8.11539,216042,0,['Hand Management'],0,Vs System 2PCG: Legacy,,0,0.0,2017
444,13,30,['Science Fiction'],6.3468800000000005,229297,2,"['Rock-Paper-Scissors', 'Simultaneous Action Selection']",2,Before the Earth Explodes,10876.0,2,2.0,2018
445,8,60,"['Medieval', 'Print & Play', 'Territory Building']",7.961539999999999,179919,6,"['Area Control / Area Influence', 'Tile Placement']",2,Carcassonne: Die Stadttore,,0,0.0,2015
446,0,0,['Expansion for Base-game'],7.507210000000001,227021,6,['Deck / Pool Building'],2,Dragonfire: Wondrous Treasures,,1,2.0,2017
447,11,30,"['Card Game', 'Humor', 'Party Game']",6.93098,209280,6,"['Hand Management', 'Press Your Luck', 'Take That']",2,Family Plot,5838.0,6,1.1667,2017
448,8,15,['Card Game'],6.09839,232420,5,"['Press Your Luck', 'Set Collection']",2,Gier,7629.0,3,1.6667,2017
449,8,45,"['Card Game', 'Expansion for Base-game', 'Racing', 'Sports']",7.433330000000001,234135,4,"['Hand Management', 'Modular Board', 'Simulation', 'Simultaneous Action Selection']",2,Flamme Rouge: Brettspiel Adventskalender 2017 Promo,,0,0.0,2017
450,12,10000,"['Adventure', 'Deduction', 'Exploration', 'Memory']",6.9075,239982,4,"['Cooperative Play', 'Memory', 'Paper-and-Pencil', 'Storytelling']",1,The Enigma Box,11357.0,6,4.0,2017
451,14,30,"['Memory', 'Real-time']",6.13242,217619,6,"['Auction/Bidding', 'Pattern Recognition']",2,Sherlook,8430.0,6,1.0,2017
452,10,90,"['Dice', 'Fighting', 'Humor']",6.58788,224675,6,"['Dice Rolling', 'Grid Movement', 'Player Elimination']",2,"Frutti di Mare: Veni, Vidi, Antipasti!",6703.0,4,2.25,2017
453,17,20,"['Card Game', 'Humor']",6.32838,164202,2,['Take That'],2,Divorce! The Game,11740.0,3,1.3333,2015
454,3,20,"['Card Game', ""Children's Game"", 'Real-time']",5.808330000000001,205072,10,['Pattern Recognition'],2,Disney Eye Found It!: Hidden Picture Card Game,,3,1.0,2015
455,8,45,"['Ancient', 'Animals', 'Dice', 'Fantasy', 'Mythology']",6.1012900000000005,208419,4,['Dice Rolling'],1,Titan Dice,12692.0,2,1.5,2018
456,14,1000,"['Adventure', 'Card Game', 'Expansion for Base-game', 'Exploration']",8.2188,186987,4,"['Cooperative Play', 'Modular Board', 'Storytelling']",1,The 7th Continent: Facing the Elements,,0,0.0,2017
457,10,45,[],5.19701,179876,5,"['Dice Rolling', 'Press Your Luck', 'Set Collection', 'Worker Placement']",1,Jailbreakers: Plan Your Escape,15269.0,1,2.0,2015
458,8,15,['Dice'],6.26971,150364,4,"['Dice Rolling', 'Press Your Luck', 'Set Collection']",2,Dig Down Dwarf,5590.0,25,1.44,2013
459,14,15,"['Card Game', 'Pirates']",6.52136,225000,6,"['Betting/Wagering', 'Hand Management', 'Variable Player Powers']",2,Pirate 21,8747.0,5,1.4,2017
460,13,0,"['Fantasy', 'Fighting', 'Horror', 'Miniatures', 'Zombies']",6.91667,203886,0,"['Action Point Allowance System', 'Cooperative Play', 'Dice Rolling', 'Modular Board', 'Variable Player Powers']",0,Zombicide: Black Plague – Willow,,0,0.0,2016
461,6,20,['Dice'],0.0,108623,4,"['Dice Rolling', 'Set Collection']",1,Sandcastles,,0,0.0,2011
462,0,120,"['Aviation / Flight', 'Expansion for Base-game', 'Wargame', 'World War II']",8.17159,218422,2,"['Dice Rolling', 'Simulation']",1,Wing Leader: Blitz 1939-1942,,2,4.0,2018
463,8,20,"['Card Game', 'Print & Play']",6.772060000000001,185244,3,"['Card Drafting', 'Pattern Building']",1,Autumn,10828.0,5,1.2,2015
464,12,180,"['Civil War', 'Economic', 'Modern Warfare', 'Political', 'Wargame']",8.93478,248928,1,"['Area Control / Area Influence', 'Area Movement', 'Chit-Pull System', 'Dice Rolling', 'Simulation']",1,The White Tribe: Rhodesia's War 1966-1980,,1,3.0,2018
465,14,45,"['Card Game', 'Expansion for Base-game', 'Science Fiction']",7.6794899999999995,163340,2,"['Secret Unit Deployment', 'Variable Player Powers']",2,"Warhammer 40,000: Conquest – The Scourge",,7,3.2857,2015
466,13,0,"['Adventure', 'Expansion for Base-game', 'Fantasy', 'Fighting', 'Miniatures']",7.8389999999999995,182072,4,"['Dice Rolling', 'Grid Movement', 'Modular Board', 'Variable Player Powers']",2,Arcadia Quest: Tiaret & Mittens,,2,1.5,2015
467,15,0,['Card Game'],6.0625,184452,4,"['Card Drafting', 'Hand Management', 'Take That', 'Variable Player Powers']",2,Avarium Academy,,2,2.5,2015
468,12,120,"['Card Game', 'Economic', 'Expansion for Base-game', 'Medieval', 'Negotiation']",7.285710000000001,185308,4,"['Auction/Bidding', 'Simulation', 'Worker Placement']",1,Greenland: Sea Sámi,,3,2.6667,2015
469,0,0,"['Card Game', 'Comic Book / Strip']",7.33333,220609,0,[],0,Sentinels of Earth-Prime,,0,0.0,2019
470,8,30,['Dice'],7.0987,269199,4,"['Dice Rolling', 'Paper-and-Pencil']",1,Dizzle,5196.0,3,1.0,2019
471,13,120,"['Political', 'World War I']",8.66667,253506,4,"['Area Control / Area Influence', 'Auction/Bidding', 'Simulation']",2,Versailles 1919,,1,4.0,2019
472,12,50,"['Bluffing', 'Movies / TV / Radio theme', 'Party Game', 'Trivia']",5.68222,188601,6,['Betting/Wagering'],3,Spoilers,12416.0,3,1.0,2016
473,14,30,"['Card Game', 'Horror', 'Movies / TV / Radio theme']",5.255319999999999,237329,6,"['Hand Management', 'Take That']",2,Stranger Things: Eggo Card Game,14884.0,2,1.0,2017
474,0,0,"['Napoleonic', 'Wargame']",7.91667,218007,2,"['Campaign / Battle Card Driven', 'Dice Rolling', 'Hex-and-Counter', 'Simulation']",2,Napoleon's Quagmire,8479.0,0,0.0,2017
475,0,0,[],7.34155,207293,0,[],0,Evolution: Gigantism Promo,,3,1.6667,2016
476,8,0,"['Dice', 'Fighting', 'Horror', 'Miniatures', 'Zombies']",4.0,23028,0,"['Dice Rolling', 'Role Playing']",0,Zombie Dawn,,0,0.0,2005
477,8,30,"['Bluffing', 'Card Game', 'Party Game']",5.98604,232300,7,"['Card Drafting', 'Hand Management', 'Set Collection']",2,Wallet,12553.0,1,2.0,2017
478,12,50,"['Card Game', 'Deduction', 'Murder/Mystery', 'Novel-based', 'Print & Play']",6.16667,206172,1,"['Role Playing', 'Worker Placement']",1,221B: A Story Driven Detective Game,,0,0.0,2016
479,6,10,"[""Children's Game"", 'Real-time']",5.62805,172035,6,['Pattern Building'],2,Thumbs Up!,13473.0,8,1.0,2015
