,age,avg_time,category,geek_rating,id,max_players,mechanic,min_players,name,rank,rating_count,weight,year
0,14,60,"['Expansion for Base-game', 'Miniatures']",7.4429,246783,4,[],2,Wildlands: The Unquiet Dead,,1,2.0,2018
1,12,60,"['Bluffing', 'Negotiation', 'Party Game']",6.21277,205776,9,"['Partnerships', 'Voting']",5,Gentleman's Deal,12558.0,1,1.0,2016
2,8,25,"['Deduction', 'Fantasy']",5.674930000000001,188129,6,"['Hand Management', 'Trick-taking']",2,Heroes and Tricks,13663.0,0,0.0,2017
3,14,20,"['Card Game', 'Fantasy', 'Fighting']",5.97778,206083,2,"['Rock-Paper-Scissors', 'Simultaneous Action Selection']",2,Ragers: Champions of the Arena,13323.0,1,1.0,2016
4,8,30,"['Animals', 'Educational']",7.158060000000001,201006,5,['Action / Movement Programming'],2,Bumúntú,6390.0,2,2.0,2019
5,10,90,"['Adventure', 'Card Game', 'Expansion for Base-game', 'Fantasy', 'Horror', 'Print & Play', 'Real-time']",7.2720199999999995,232990,6,"['Cooperative Play', 'Deck / Pool Building', 'Dice Rolling', 'Role Playing']",1,Expedition: The Horror,,0,0.0,2017
6,12,60,"['Bluffing', 'Deduction', 'Murder/Mystery']",5.71,166048,10,"['Hand Management', 'Memory', 'Player Elimination', 'Point to Point Movement']",2,Hitman Holiday,,4,2.75,2015
7,12,120,"['Racing', 'Sports']",8.3194,256839,4,"['Action / Movement Programming', 'Simulation']",2,VektoRace,3426.0,6,2.3333,2018
8,10,45,"['Ancient', 'Civilization', 'Exploration', 'Prehistoric', 'Territory Building']",6.795960000000001,258104,4,"['Grid Movement', 'Tile Placement']",2,Tribes: Dawn of Humanity,6801.0,5,2.4,2018
9,0,0,"['Ancient', 'Wargame']",6.90385,182410,1,['Area Movement'],1,The First Crusade,,2,2.0,2016
10,14,90,"['Adventure', 'Exploration', 'Territory Building']",8.58667,240096,4,"['Action Point Allowance System', 'Area Control / Area Influence', 'Dice Rolling', 'Modular Board', 'Tile Placement', 'Worker Placement']",1,Moonshiners of the Apocalypse,11613.0,19,2.2105,2019
11,8,20,"['Action / Dexterity', 'Party Game']",7.03299,241796,6,['Pattern Recognition'],3,Nut So Fast,5451.0,1,1.0,2018
12,10,25,"['Bluffing', 'Card Game']",6.35625,194231,4,[],2,Poker Assault,10965.0,2,2.0,2016
13,8,60,"['Adventure', ""Children's Game"", 'Expansion for Base-game', 'Fantasy']",8.17619,256608,4,"['Cooperative Play', 'Dice Rolling', 'Roll / Spin and Move']",2,Ghost Fightin' Treasure Hunters: Creepy Cellar Expansion,,0,0.0,2018
14,8,15,"['Deduction', 'Party Game']",6.29681,233206,10,['Set Collection'],3,Werebeasts,9524.0,2,1.5,2018
15,0,0,"['Card Game', 'Expansion for Base-game', 'Fantasy', 'Fighting']",7.79515,202104,4,['Deck / Pool Building'],2,Hero Realms: Character Pack – Fighter,,3,2.3333,2016
16,10,40,"['Real-time', 'Trivia', 'Word Game']",6.75517,248002,4,[],2,TAGS,4827.0,4,1.25,2018
17,14,40,"['Exploration', 'Fantasy', 'Territory Building', 'Video Game Theme']",6.94222,220843,4,"['Area Enclosure', 'Modular Board', 'Pattern Building', 'Pattern Recognition', 'Tile Placement']",2,Overworld,9590.0,3,2.0,2019
18,13,30,"['Card Game', 'Exploration', 'Fantasy', 'Territory Building']",7.31842,231309,4,"['Hand Management', 'Player Elimination', 'Variable Player Powers']",2,Magic: The Gathering – Explorers of Ixalan,5842.0,3,3.0,2017
19,14,90,"['American West', 'Horror', 'Miniatures', 'Wargame']",8.71875,231683,8,"['Campaign / Battle Card Driven', 'Dice Rolling', 'Variable Player Powers']",2,Dracula's America: Shadows of the West,,0,0.0,2017
20,13,60,['Expansion for Base-game'],7.696969999999999,231946,7,[],3,Last Friday: Return to Camp Apache,,0,0.0,2017
21,13,30,"['Bluffing', 'Card Game', 'Deduction', 'Political', 'Print & Play']",6.8,176245,6,[],2,Dune: The Art of Kanly,,1,2.0,2015
22,12,60,"['Miniatures', 'Napoleonic', 'Wargame']",7.46667,228509,2,"['Dice Rolling', 'Grid Movement', 'Modular Board']",2,TravelBattle,10822.0,4,2.0,2017
23,10,30,['Party Game'],6.45385,193436,99,[],4,Double Ditto,,1,1.0,2015
24,14,90,"['Dice', 'Expansion for Base-game', 'Renaissance']",7.695119999999999,264078,4,"['Card Drafting', 'Dice Rolling', 'Set Collection']",2,Coimbra: Royal Treatment,,0,0.0,2018
25,12,150,"['Animals', 'Economic', 'Farming']",6.5,183316,5,"['Area Enclosure', 'Card Drafting', 'Hand Management', 'Worker Placement']",1,Agricola: Glon­na­cker,,0,0.0,2015
26,12,90,"['Card Game', 'Fantasy']",6.93617,185582,5,"['Cooperative Play', 'Deck / Pool Building']",2,The Big Book of Madness: Golem promo,,0,0.0,2015
27,14,15,"['Bluffing', 'Card Game']",5.755330000000001,207814,6,"['Memory', 'Press Your Luck', 'Take That']",2,Shadow Games,13569.0,0,0.0,2016
28,8,30,['Adventure'],6.13662,257273,5,"['Roll / Spin and Move', 'Set Collection']",2,Ghosts of the Moor,10126.0,2,1.0,2018
29,13,90,"['Card Game', 'Expansion for Base-game', 'Fantasy', 'Novel-based']",8.39114,182785,2,['Cooperative Play'],1,The Lord of the Rings: The Card Game – Murder at the Prancing Pony,,4,3.75,2015
30,10,60,"['Expansion for Base-game', 'Movies / TV / Radio theme', 'Real-time', 'Science Fiction']",7.67766,192880,4,"['Cooperative Play', 'Pick-up and Deliver', 'Storytelling']",1,Thunderbirds: Above & Beyond,,3,2.6667,2016
31,6,20,"['Abstract Strategy', 'Card Game', 'Video Game Theme']",6.63333,171779,5,"['Pattern Building', 'Set Collection']",2,GemPacked Cards,8252.0,8,1.375,2015
32,8,10,"['Abstract Strategy', 'Card Game']",5.89048,5078,4,"['Auction/Bidding', 'Hand Management']",2,End of the Line,,4,1.25,1984
33,8,20,['Card Game'],5.35255,171447,6,['Hand Management'],2,Bad Bunnies,15468.0,4,1.0,2015
34,13,60,"['Card Game', 'Fantasy', 'Novel-based']",8.305480000000001,204091,2,"['Cooperative Play', 'Hand Management', 'Variable Player Powers']",1,The Lord of the Rings: The Card Game – The Sands of Harad,,0,0.0,2016
35,12,90,"['Expansion for Base-game', 'Horror', 'Miniatures']",8.17762,145029,4,"['Action Point Allowance System', 'Area Movement', 'Dice Rolling', 'Variable Player Powers']",2,Cthulhu Wars: High Priest Expansion Pack,,3,2.3333,2015
36,10,0,"['Party Game', 'Word Game']",6.16667,21137,99,[],4,Speakeasy,,0,0.0,1996
37,15,120,"['Deduction', 'Murder/Mystery', 'Novel-based', 'Print & Play', 'Science Fiction']",7.46552,187164,5,"['Cooperative Play', 'Role Playing', 'Storytelling']",1,The Martian Investigations,,1,3.0,2015
38,13,0,"['Card Game', 'City Building', 'Expansion for Base-game', 'Fantasy', 'Video Game Theme']",7.190010000000001,225319,6,"['Auction/Bidding', 'Hand Management', 'Player Elimination', 'Take That', 'Variable Player Powers']",2,Boss Monster: Implements of Destruction,,3,2.3333,2017
39,14,360,"['Post-Napoleonic', 'Wargame']",7.79024,251228,2,"['Chit-Pull System', 'Hex-and-Counter', 'Simulation']",1,Radetzky's March: The Hundred Hours Campaign,8019.0,4,2.0,2018
40,14,45,['Video Game Theme'],5.6,223762,6,"['Secret Unit Deployment', 'Trading']",3,Atari's Missile Command,13395.0,4,2.0,2018
41,12,0,['Expansion for Base-game'],7.03412,189661,2,"['Modular Board', 'Set Collection', 'Worker Placement']",2,Targi: The Action Tokens,,4,2.5,2015
42,13,30,"['Card Game', 'Fantasy']",7.411060000000001,230273,4,['Deck / Pool Building'],1,Ascension: Valley of the Ancients,5269.0,5,2.0,2017
43,13,45,['Science Fiction'],7.8,272655,4,"['Set Collection', 'Tile Placement', 'Worker Placement']",2,Darwinauts,,0,0.0,2019
44,8,20,"['Action / Dexterity', 'Card Game', 'Party Game']",5.57144,182049,5,"['Card Drafting', 'Hand Management', 'Pattern Recognition', 'Set Collection']",2,Taste of Poland,13906.0,6,1.1667,2015
45,10,120,"['Card Game', 'Comic Book / Strip', 'Expansion for Base-game']",7.7134,193871,6,"['Card Drafting', 'Dice Rolling', 'Take That', 'Variable Player Powers']",3,Munchkin Marvel 2: Mystic Mayhem,,2,2.0,2016
46,10,0,"['Ancient', 'Expansion for Base-game']",7.377339999999999,213218,4,"['Area Control / Area Influence', 'Modular Board']",2,Imhotep: The Private Ships Mini Expansion,,2,1.5,2016
47,13,15,"['Card Game', 'Electronic', 'Humor', 'Party Game']",5.51579,179701,99,"['Hand Management', 'Simultaneous Action Selection']",3,Game of Phones,14113.0,4,1.0,2015
48,6,45,"['Dice', 'Exploration']",5.3615900000000005,215154,5,"['Dice Rolling', 'Modular Board']",2,Jungli-La,14589.0,0,0.0,2016
49,0,120,"['Wargame', 'World War II']",6.41146,200396,1,['Action Point Allowance System'],1,Long Range Desert Group: Special Operations Against Rommel 1941-1942,11393.0,3,2.3333,2016
50,8,20,['Abstract Strategy'],6.38574,214910,2,"['Action / Movement Programming', 'Modular Board']",2,Tiki,7076.0,6,2.0,2018
51,12,25,"['Card Game', 'Novel-based']",6.9398100000000005,143416,4,"['Hand Management', 'Set Collection']",2,Gothic Doctor,6782.0,10,1.9,2015
52,9,25,"['Card Game', 'Fighting']",7.7,174400,2,"['Hand Management', 'Point to Point Movement', 'Simultaneous Action Selection', 'Variable Player Powers']",2,BattleCON: Wanderers,,0,0.0,2018
53,10,35,"['Party Game', 'Trivia']",6.0106,158267,10,[],3,Double Feature,10261.0,2,1.0,2015
54,14,60,"['Expansion for Base-game', 'Wargame', 'World War II']",8.00383,177222,2,"['Card Drafting', 'Dice Rolling', 'Modular Board', 'Variable Player Powers']",2,Heroes of Normandie: Sainte-Mere Eglise,,3,2.3333,2015
55,8,90,[],6.936539999999999,197084,5,[],2,"Rattle, Battle, Grab the Loot: Angry Ocean",,1,3.0,2016
56,8,20,['Medieval'],7.299010000000001,194307,6,['Campaign / Battle Card Driven'],2,Zipang Portable,7086.0,3,1.3333,2016
57,10,90,['Racing'],6.25,174128,8,[],2,Zambezi: The Expedition Game,10845.0,2,2.0,2015
58,10,30,"['American West', 'Animals', 'Bluffing', 'Humor']",6.81307,207883,5,['Hand Management'],2,OutLawed!,7532.0,4,1.25,2017
59,12,120,"['American Civil War', 'Wargame']",5.79066,1575,2,['Hex-and-Counter'],2,Gettysburg,9344.0,45,3.5556,1977
60,13,90,"['American West', 'Expansion for Base-game', 'Trains']",7.89536,247102,5,"['Action Point Allowance System', 'Pick-up and Deliver', 'Stock Holding', 'Tile Placement']",2,Whistle Stop: Rocky Mountains Expansion,,3,2.6667,2018
61,10,90,"['Card Game', 'Fantasy', 'Humor', 'Medieval', 'Mythology', 'Video Game Theme']",7.271,205738,4,"['Cooperative Play', 'Deck / Pool Building', 'Hand Management']",1,Vikings Gone Wild: Ragnarok!,,2,1.5,2017
62,13,0,"['Wargame', 'World War II']",8.0,179738,1,"['Action Point Allowance System', 'Chit-Pull System', 'Dice Rolling', 'Hex-and-Counter']",1,Ostfront,,0,0.0,2015
63,8,30,"['Abstract Strategy', 'Animals', 'Dice', 'Number']",5.96291,175263,6,"['Area Control / Area Influence', 'Dice Rolling']",2,4 the Birds,12015.0,2,1.0,2016
64,14,240,"['Miniatures', 'Napoleonic', 'Nautical', 'Wargame']",8.0,195450,60,['Simulation'],2,Ships of the Line: Trafalgar 1805,,3,3.0,2016
65,6,40,"['Card Game', 'Dice']",6.24386,183976,4,"['Dice Rolling', 'Press Your Luck', 'Trading']",2,Dice Bazaar,11350.0,5,1.4,2016
66,12,540,"['Political', 'World War I', 'World War II']",8.75385,216220,3,"['Action Point Allowance System', 'Area Control / Area Influence', 'Secret Unit Deployment', 'Voting']",3,Rise of Totalitarianism,,3,4.0,2017
67,13,60,"['Medieval', 'Wargame']",6.325,198445,2,[],2,Kill the King,,2,2.5,2016
68,14,120,['Expansion for Base-game'],7.339519999999999,202325,4,[],1,Mistfall: Sand & Snow,,0,0.0,2016
69,14,90,"['Modern Warfare', 'Science Fiction']",6.55882,220333,4,"['Action Point Allowance System', 'Area Movement', 'Cooperative Play', 'Modular Board', 'Time Track']",1,Metal Dawn,,1,3.0,2018
70,8,45,['Abstract Strategy'],6.2636400000000005,185121,3,"['Area Control / Area Influence', 'Area Enclosure', 'Pattern Building']",1,Xoliba,,1,2.0,2015
71,7,20,"['Card Game', 'Party Game']",5.84848,187550,4,"['Hand Management', 'Take That']",2,Irresponsibility: The Mr Toast Card Game,14299.0,4,1.0,2015
72,8,60,"['Bluffing', 'Fantasy', 'Medieval']",6.4923,247963,6,"['Auction/Bidding', 'Set Collection']",3,Fist of Dragonstones: The Tavern Edition,9478.0,2,2.0,2018
73,14,50,"['Card Game', 'City Building']",6.25684,215392,4,"['Deck / Pool Building', 'Press Your Luck']",1,Flip City: Wilderness,7695.0,1,2.0,2017
74,14,90,"['Adventure', 'Exploration', 'Science Fiction', 'Spies/Secret Agents']",6.86905,186808,4,"['Cooperative Play', 'Dice Rolling', 'Press Your Luck', 'Simultaneous Action Selection', 'Variable Player Powers']",1,The Island of Doctor Necreaux: Second Edition,,2,2.0,2018
75,14,120,"['Racing', 'Transportation', 'Wargame', 'World War II']",7.21667,190572,4,"['Pick-up and Deliver', 'Point to Point Movement', 'Route/Network Building']",1,1941: Race to Moscow,,0,0.0,2019
76,16,60,"['Card Game', 'Horror', 'Humor', 'Racing']",5.21053,32422,6,['Card Drafting'],2,Dia de los Muertos,,5,1.6,2007
77,12,45,"['Card Game', 'Mafia']",7.41597,177053,4,"['Area Control / Area Influence', 'Auction/Bidding', 'Hand Management', 'Simultaneous Action Selection', 'Take That', 'Trick-taking']",2,Road To Infamy,7408.0,4,2.0,2016
78,14,60,"['Adventure', 'Dice', 'Fantasy', 'Video Game Theme']",7.10975,225982,4,"['Dice Rolling', 'Grid Movement', 'Modular Board', 'Press Your Luck']",1,Tiny Epic Quest: Quest for the Golden Mushrooms,,1,3.0,2017
79,0,0,['Wargame'],7.054460000000001,186990,1,['Point to Point Movement'],1,Suez '56: Anglo French Intervention in Egypt,7810.0,5,1.8,2015
80,14,60,"['Card Game', 'Comic Book / Strip', 'Expansion for Base-game']",8.13636,275726,5,"['Cooperative Play', 'Deck / Pool Building']",1,Legendary: A Marvel Deck Building Game – Dimensions,,0,0.0,2019
81,14,1200,"['Vietnam War', 'Wargame']",7.5,251137,4,['Hex-and-Counter'],1,Vietnam: Rumor of War,,2,3.5,2019
82,13,0,"['Adventure', 'Expansion for Base-game', 'Fantasy', 'Horror']",7.91337,179927,4,"['Cooperative Play', 'Dice Rolling', 'Variable Player Powers']",1,Darkest Night: In Tales of Old,,1,3.0,2015
83,0,0,"['Card Game', 'Expansion for Base-game', 'Fantasy', 'Fighting']",7.82625,203982,4,['Deck / Pool Building'],2,Hero Realms: 5 Magic Item Treasure Cards,,0,0.0,2016
84,12,120,"['Expansion for Base-game', 'Renaissance']",7.4984399999999996,211904,4,"['Card Drafting', 'Dice Rolling', 'Variable Player Powers', 'Worker Placement']",2,Lorenzo il Magnifico: New Leaders,,2,2.5,2016
85,10,45,"['Religious', 'Travel']",5.42353,203401,4,"['Card Drafting', 'Point to Point Movement', 'Set Collection']",2,Luther: Das Spiel,14243.0,2,1.5,2016
86,10,45,['Card Game'],6.92857,220598,5,"['Hand Management', 'Trick-taking']",2,Ladder 29,4654.0,3,1.6667,2017
87,12,120,['Sports'],7.6546899999999996,193818,2,"['Action / Movement Programming', 'Area Movement', 'Dice Rolling', 'Simulation', 'Variable Player Powers']",2,Basketball Age,6887.0,2,3.0,2016
88,14,90,"['Card Game', 'Dice', 'Fantasy']",7.09386,200886,4,"['Card Drafting', 'Dice Rolling', 'Variable Player Powers']",2,Manaforge,7964.0,4,2.75,2017
89,8,50,"['Expansion for Base-game', 'Territory Building']",7.44871,211945,5,[],2,Isle of Skye: From Chieftain to King – Adjacency Scrolls,,1,1.0,2016
90,12,90,"['Adventure', 'American West', 'Exploration', 'Horror', 'Miniatures']",8.254719999999999,178562,6,"['Cooperative Play', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Role Playing']",1,Shadows of Brimstone: The Guardian of Targa XL Enemy Pack,,0,0.0,2015
91,14,115,"['Economic', 'Expansion for Base-game', 'Farming', 'Territory Building']",8.13823,212879,5,"['Area Control / Area Influence', 'Variable Player Powers']",1,Scythe: Promo Pack #6 – Encounter Card 37,,1,3.0,2016
92,10,30,"['Card Game', 'Party Game']",6.239669999999999,191043,6,['Set Collection'],2,The Cohort,13658.0,3,1.6667,2016
93,12,30,"['Card Game', 'Murder/Mystery', 'Real-time']",6.6623,234877,4,"['Action / Movement Programming', 'Cooperative Play', 'Set Collection']",2,Sebastian Fitzek Safehouse,4033.0,11,2.0909,2017
94,12,960,"['Wargame', 'World War II']",7.92778,188364,9,"['Area Control / Area Influence', 'Area Movement', 'Dice Rolling', 'Partnerships', 'Simulation']",2,Global War 1936-1945 2nd Edition,,5,3.6,2015
95,8,10,"['Bluffing', 'Card Game', 'Deduction', 'Horror', 'Party Game']",7.03532,255293,10,"['Hidden Traitor', 'Role Playing', 'Variable Player Powers', 'Voting']",3,One Night Ultimate Super Villains,10984.0,1,1.0,2019
96,8,40,['Racing'],6.67864,250781,8,"['Action / Movement Programming', 'Card Drafting', 'Hand Management']",3,Shikoku,7473.0,2,1.5,2018
97,14,115,"['Civilization', 'Economic', 'Expansion for Base-game', 'Fighting', 'Territory Building']",8.17642,211732,5,"['Area Control / Area Influence', 'Variable Player Powers']",1,Scythe: Promo Pack #3 – Objective Cards 24-27,,6,3.0,2016
98,10,30,['Card Game'],5.84615,223332,8,"['Hand Management', 'Partnerships', 'Take That', 'Trick-taking']",4,King's Life,,1,2.0,2017
99,5,0,"[""Children's Game""]",4.67917,182865,4,"['Cooperative Play', 'Roll / Spin and Move']",2,Engineering Ants,,1,1.0,2015
100,10,60,"['Comic Book / Strip', 'Dice', 'Fighting']",6.486669999999999,226085,8,"['Dice Rolling', 'Press Your Luck', 'Variable Player Powers']",2,Sailor Moon Crystal: Dice Challenge,,1,2.0,2018
101,12,30,['Card Game'],6.29504,194577,2,['Hand Management'],2,Tara Wolf in Valley of the Kings,9170.0,1,2.0,2016
102,0,15,"['Card Game', 'Deduction', 'Memory']",6.03909,176887,4,"['Hand Management', 'Memory', 'Partnerships']",1,Perspective,10848.0,7,1.8571,2016
103,8,45,"['Abstract Strategy', 'Expansion for Base-game', 'Renaissance']",7.635089999999999,264017,4,"['Card Drafting', 'Pattern Building', 'Set Collection', 'Tile Placement']",2,Azul: Special Factories Promo,,2,1.5,2018
104,0,90,"['Adventure', 'Dice', 'Fantasy', 'Miniatures']",7.142860000000001,258135,4,"['Campaign / Battle Card Driven', 'Card Drafting', 'Dice Rolling', 'Worker Placement']",1,Wild Assent,,0,0.0,2019
105,8,30,['Card Game'],6.61123,257834,5,"['Auction/Bidding', 'Hand Management', 'Set Collection', 'Trick-taking']",2,Ramen,8803.0,3,1.6667,2018
106,12,240,"['Wargame', 'World War II']",5.8,27925,2,"['Dice Rolling', 'Hex-and-Counter']",1,Balkan Gambit,,0,0.0,2015
107,0,0,['Miniatures'],7.01,218318,2,[],2,Gangs of Commorragh,,0,0.0,2017
108,13,130,"['Civilization', 'Fighting', 'Science Fiction', 'Space Exploration', 'Wargame']",7.534269999999999,228550,6,"['Dice Rolling', 'Hex-and-Counter', 'Modular Board', 'Variable Player Powers']",2,Blueshift,9804.0,9,2.6667,2017
109,8,30,"['Card Game', 'Environmental', 'Industry / Manufacturing']",6.641030000000001,147400,7,"['Card Drafting', 'Hand Management', 'Set Collection']",2,Kyoto Protocol,7796.0,3,1.6667,2015
110,0,90,"['Movies / TV / Radio theme', 'Spies/Secret Agents', 'World War II']",7.99875,186020,2,"['Area Movement', 'Dice Rolling', 'Hand Management', 'Variable Player Powers']",1,Stawka większa niż życie,5941.0,15,3.8667,2015
111,12,120,"['Expansion for Base-game', 'Renaissance']",8.5,274203,5,"['Card Drafting', 'Dice Rolling', 'Variable Player Powers', 'Worker Placement']",2,Lorenzo il Magnifico: The Pazzi Conspiracy Kickstarter Edition,,0,0.0,2019
112,13,90,"['Ancient', 'City Building', 'Civilization', 'Fighting', 'Miniatures', 'Mythology', 'Nautical']",7.40349,211115,5,"['Area Control / Area Influence', 'Area Movement', 'Auction/Bidding', 'Card Drafting', 'Dice Rolling']",2,Cyclades: Ancient Ruins,,1,3.0,2016
113,12,75,"['Bluffing', 'Print & Play', 'Territory Building']",6.3871,196234,4,"['Area Control / Area Influence', 'Auction/Bidding', 'Card Drafting', 'Set Collection', 'Worker Placement']",1,Clash d'Ardèche,12197.0,2,2.5,2017
114,10,20,"['Dice', 'Real-time', 'Zombies']",7.211,173587,4,"['Cooperative Play', 'Dice Rolling']",2,Escape: Zombie City – Expansion 1 – The Survivor Chronicles,,0,0.0,2015
115,14,10,"['Bluffing', 'Card Game', 'Deduction']",7.14982,191998,6,"['Hand Management', 'Memory', 'Player Elimination']",2,Lost Legacy: Fourth Chronicle – The Werewolf & Undying Heart,4469.0,1,1.0,2016
116,14,40,"['Animals', 'Medical']",6.42184,218028,5,"['Press Your Luck', 'Take That', 'Worker Placement']",2,BIOTIX,6763.0,5,1.4,2017
117,18,30,"['Card Game', 'Humor', 'Mature / Adult', 'Party Game']",5.653490000000001,202742,6,"['Hand Management', 'Take That', 'Variable Player Powers']",2,OrgasMe!: Sex turned into a card game,14527.0,3,1.0,2016
118,12,240,"['Adventure', 'Bluffing', 'Fantasy', 'Medieval', 'Negotiation', 'Science Fiction', 'Travel']",7.95,213790,6,"['Area Movement', 'Auction/Bidding', 'Cooperative Play', 'Deck / Pool Building', 'Hand Management', 'Modular Board', 'Role Playing', 'Storytelling', 'Time Track', 'Trading', 'Variable Player Powers', 'Voting']",1,Castle Von Loghan,,0,0.0,2019
119,7,30,"['Card Game', 'Memory', 'Mythology']",5.90566,223971,5,"['Pattern Recognition', 'Press Your Luck']",2,Hànzì,12750.0,2,2.0,2017
120,9,30,"['Card Game', 'Fantasy']",6.4143,200729,4,['Memory'],2,Game of Blame,9081.0,1,2.0,2016
121,10,45,['Industry / Manufacturing'],6.48764,138484,4,"['Pattern Building', 'Set Collection', 'Trading']",2,Robots on the Line,9179.0,10,2.1,2015
122,12,120,"['Economic', 'Industry / Manufacturing', 'Medieval', 'Puzzle']",8.03632,240522,4,"['Area Enclosure', 'Dice Rolling', 'Pattern Building', 'Press Your Luck', 'Tile Placement', 'Worker Placement']",1,A Feast for Odin: New Special Tiles,,3,3.3333,2017
123,0,60,"['Card Game', 'Exploration', 'Print & Play', 'Puzzle', 'Real-time']",6.8071399999999995,230430,6,"['Cooperative Play', 'Storytelling']",1,Unlock! Temple of Ra,4455.0,9,3.7778,2017
124,0,0,"['Card Game', 'Civilization']",7.43618,185796,5,"['Action Point Allowance System', 'Hand Management']",2,Innovation: Artifacts of History,,0,0.0,2016
125,13,120,"['Bluffing', 'Card Game', 'Fantasy']",7.15775,187347,6,"['Action Point Allowance System', 'Card Drafting', 'Deck / Pool Building', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Partnerships', 'Take That']",3,No Honor Among Thieves,8736.0,2,2.5,2018
126,13,45,"['Card Game', 'Horror']",6.26411,251349,5,"['Hand Management', 'Press Your Luck', 'Set Collection', 'Take That']",2,Miskatonic University: The Restricted Collection,11524.0,3,2.0,2019
127,7,30,"['Card Game', 'Number']",6.00714,201822,10,['Hand Management'],2,UNO Wild Jackpot,,0,0.0,2016
128,14,60,"['Adventure', 'Fantasy', 'Fighting', 'Humor']",7.6509,252688,4,"['Card Drafting', 'Set Collection', 'Take That']",2,Enchanters: Overlords,3581.0,7,1.8571,2018
129,0,0,"['Nautical', 'Print & Play', 'Wargame', 'World War II']",7.6509100000000005,193948,4,"['Area Control / Area Influence', 'Area Movement', 'Dice Rolling']",1,Victory At Sea Redux,,3,3.3333,2016
130,12,45,"['Ancient', 'Card Game', 'Civilization']",7.19067,187587,4,"['Card Drafting', 'Set Collection']",2,Emporion,6187.0,9,2.0,2016
131,8,20,"['Mythology', 'Puzzle']",6.992310000000001,225214,5,['Tile Placement'],2,Legendary Forests,8683.0,2,2.5,2017
132,8,135,['Dice'],6.0,95521,4,['Dice Rolling'],2,Tower of London,,1,1.0,1970
133,14,0,"['Expansion for Base-game', 'Fighting', 'Horror']",7.7589999999999995,186090,5,"['Area Control / Area Influence', 'Dice Rolling', 'Modular Board', 'Variable Player Powers']",2,The Others: 7 Sins – Gluttony Expansion,,3,3.0,2016
134,10,60,"['Card Game', 'Expansion for Base-game', 'Trains']",7.40612,225651,4,"['Card Drafting', 'Point to Point Movement', 'Route/Network Building', 'Set Collection']",1,First Class: Teatime,,1,2.0,2017
135,12,45,"['Card Game', 'Fantasy']",6.84897,234842,5,"['Area Control / Area Influence', 'Card Drafting', 'Set Collection']",2,Chickwood Forest,6882.0,1,2.0,2017
136,14,80,['Novel-based'],7.25,263744,4,['Point to Point Movement'],2,Jonathan Strange & Mr Norrell: A Board Game of English Magic,,0,0.0,2019
137,10,60,"['Expansion for Base-game', 'Spies/Secret Agents', 'World War II']",7.47692,220095,5,"['Area Control / Area Influence', 'Deck / Pool Building', 'Modular Board']",2,City of Spies: Double Agent,,2,3.0,2017
138,13,60,"['Card Game', 'Expansion for Base-game', 'Horror']",7.39722,166506,4,"['Card Drafting', 'Cooperative Play', 'Deck / Pool Building', 'Variable Player Powers', 'Worker Placement']",1,XenoShyft: Grafting Lab Expansion,,1,3.0,2015
139,14,0,"['Horror', 'Novel-based']",6.44375,190015,5,"['Card Drafting', 'Storytelling']",2,Cthulhu Tales,11852.0,1,1.0,2016
140,14,120,"['Expansion for Base-game', 'Miniatures', 'Science Fiction', 'Wargame']",7.80105,168928,2,"['Action / Movement Programming', 'Variable Phase Order']",2,Star Wars: Armada – CR90 Corellian Corvette Expansion Pack,,3,2.6667,2015
141,8,15,[],6.09962,171475,6,"['Dice Rolling', 'Memory']",2,Särge schubsen,10268.0,6,1.0,2015
142,12,90,"['Ancient', 'Civilization', 'Science Fiction']",7.933330000000001,182788,4,"['Area Control / Area Influence', 'Card Drafting', 'Hand Management', 'Partnerships', 'Take That', 'Variable Player Powers']",2,Ancient Aliens: Creators of Civilizations,,3,3.3333,2018
143,14,60,"['Card Game', 'City Building']",7.36562,216725,5,"['Card Drafting', 'Hand Management']",1,Villages of Valeria: Deluxe Kickstarter Edition,,9,2.1111,2016
144,8,60,"['Deduction', 'Movies / TV / Radio theme']",5.2828599999999994,214224,6,[],3,Clue: Star Wars,15759.0,2,2.0,2016
145,14,0,"['Aviation / Flight', 'Collectible Components', 'Expansion for Base-game', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction', 'Wargame']",7.6066199999999995,176820,0,"['Action / Movement Programming', 'Dice Rolling', 'Player Elimination', 'Simultaneous Action Selection', 'Variable Player Powers']",2,Star Wars: X-Wing Miniatures Game – Kihraxz Fighter Expansion Pack,,1,3.0,2015
146,6,30,"['Action / Dexterity', ""Children's Game"", 'Dice']",7.06883,201478,4,"['Area Control / Area Influence', 'Dice Rolling', 'Set Collection', 'Take That']",2,Problem Picnic: Attack of the Ants,5056.0,4,1.0,2017
147,12,120,"['Adventure', 'American West', 'Exploration', 'Horror', 'Miniatures']",8.25,181566,4,"['Cooperative Play', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Role Playing']",1,Shadows of Brimstone: Hellfire Succubi Mission Pack,,0,0.0,2017
148,8,60,"['Economic', 'Negotiation']",5.70769,201890,4,"['Auction/Bidding', 'Player Elimination', 'Roll / Spin and Move', 'Set Collection', 'Trading']",2,Monopoly Jackpot,,3,1.3333,2016
