,rank,id,name,age,avg_time,min_players,max_players,mechanic,category,weight,year,geek,avg,num_rev
0,,246783,Wildlands: The Unquiet Dead,14,60,2,4,[],"['Expansion for Base-game', 'Miniatures']",2.0,2018,5.653,7.44,108.0
1,12558.0,205776,Gentleman's Deal,12,60,5,9,"['Partnerships', 'Voting']","['Bluffing', 'Negotiation', 'Party Game']",1.0,2016,5.513999999999999,6.21,47.0
2,13663.0,188129,Heroes and Tricks,8,25,2,6,"['Hand Management', 'Trick-taking']","['Deduction', 'Fantasy']",0.0,2017,5.504,5.67,83.0
3,13323.0,206083,Ragers: Champions of the Arena,14,20,2,2,"['Rock-Paper-Scissors', 'Simultaneous Action Selection']","['Card Game', 'Fantasy', 'Fighting']",1.0,2016,5.507000000000001,5.98,36.0
4,6390.0,201006,Bumúntú,8,30,2,5,['Action / Movement Programming'],"['Animals', 'Educational']",2.0,2019,5.603,7.15,95.0
5,,232990,Expedition: The Horror,10,90,1,6,"['Cooperative Play', 'Deck / Pool Building', 'Dice Rolling', 'Role Playing']","['Adventure', 'Card Game', 'Expansion for Base-game', 'Fantasy', 'Horror', 'Print & Play', 'Real-time']",0.0,2017,,7.27,27.0
6,,166048,Hitman Holiday,12,60,2,10,"['Hand Management', 'Memory', 'Player Elimination', 'Point to Point Movement']","['Bluffing', 'Deduction', 'Murder/Mystery']",2.75,2015,,5.71,25.0
7,3426.0,256839,VektoRace,12,120,2,4,"['Action / Movement Programming', 'Simulation']","['Racing', 'Sports']",2.3333,2018,5.785,8.32,196.0
8,6801.0,258104,Tribes: Dawn of Humanity,10,45,2,4,"['Grid Movement', 'Tile Placement']","['Ancient', 'Civilization', 'Exploration', 'Prehistoric', 'Territory Building']",2.4,2018,5.59,6.8,99.0
9,,182410,The First Crusade,0,0,1,1,['Area Movement'],"['Ancient', 'Wargame']",2.0,2016,,6.9,26.0
10,11613.0,240096,Moonshiners of the Apocalypse,14,90,1,4,"['Action Point Allowance System', 'Area Control / Area Influence', 'Dice Rolling', 'Modular Board', 'Tile Placement', 'Worker Placement']","['Adventure', 'Exploration', 'Territory Building']",2.2105,2019,5.523,8.59,30.0
11,5451.0,241796,Nut So Fast,8,20,3,6,['Pattern Recognition'],"['Action / Dexterity', 'Party Game']",1.0,2018,5.636,7.03,157.0
12,10965.0,194231,Poker Assault,10,25,2,4,[],"['Bluffing', 'Card Game']",2.0,2016,5.529,6.36,48.0
13,,256608,Ghost Fightin' Treasure Hunters: Creepy Cellar Expansion,8,60,2,4,"['Cooperative Play', 'Dice Rolling', 'Roll / Spin and Move']","['Adventure', ""Children's Game"", 'Expansion for Base-game', 'Fantasy']",0.0,2018,5.579,8.18,42.0
14,9524.0,233206,Werebeasts,8,15,3,10,['Set Collection'],"['Deduction', 'Party Game']",1.5,2018,5.542999999999999,6.3,94.0
15,,202104,Hero Realms: Character Pack – Fighter,0,0,2,4,['Deck / Pool Building'],"['Card Game', 'Expansion for Base-game', 'Fantasy', 'Fighting']",2.3333,2016,6.386,7.8,811.0
16,4827.0,248002,TAGS,10,40,2,4,[],"['Real-time', 'Trivia', 'Word Game']",1.25,2018,5.666,6.75,203.0
17,9590.0,220843,Overworld,14,40,2,4,"['Area Enclosure', 'Modular Board', 'Pattern Building', 'Pattern Recognition', 'Tile Placement']","['Exploration', 'Fantasy', 'Territory Building', 'Video Game Theme']",2.0,2019,5.542999999999999,6.94,45.0
18,5842.0,231309,Magic: The Gathering – Explorers of Ixalan,13,30,2,4,"['Hand Management', 'Player Elimination', 'Variable Player Powers']","['Card Game', 'Exploration', 'Fantasy', 'Territory Building']",3.0,2017,5.62,7.32,95.0
19,,231683,Dracula's America: Shadows of the West,14,90,2,8,"['Campaign / Battle Card Driven', 'Dice Rolling', 'Variable Player Powers']","['American West', 'Horror', 'Miniatures', 'Wargame']",0.0,2017,,8.72,16.0
20,,231946,Last Friday: Return to Camp Apache,13,60,3,7,[],['Expansion for Base-game'],0.0,2017,5.553,7.7,33.0
21,,176245,Dune: The Art of Kanly,13,30,2,6,[],"['Bluffing', 'Card Game', 'Deduction', 'Political', 'Print & Play']",2.0,2015,,6.8,11.0
22,10822.0,228509,TravelBattle,12,60,2,2,"['Dice Rolling', 'Grid Movement', 'Modular Board']","['Miniatures', 'Napoleonic', 'Wargame']",2.0,2017,5.53,7.47,30.0
23,,193436,Double Ditto,10,30,4,99,[],['Party Game'],1.0,2015,,6.45,26.0
24,,264078,Coimbra: Royal Treatment,14,90,2,4,"['Card Drafting', 'Dice Rolling', 'Set Collection']","['Dice', 'Expansion for Base-game', 'Renaissance']",0.0,2018,5.564,7.7,41.0
25,,183316,Agricola: Glon­na­cker,12,150,1,5,"['Area Enclosure', 'Card Drafting', 'Hand Management', 'Worker Placement']","['Animals', 'Economic', 'Farming']",0.0,2015,,6.5,20.0
26,,185582,The Big Book of Madness: Golem promo,12,90,2,5,"['Cooperative Play', 'Deck / Pool Building']","['Card Game', 'Fantasy']",0.0,2015,5.551,6.94,47.0
27,13569.0,207814,Shadow Games,14,15,2,6,"['Memory', 'Press Your Luck', 'Take That']","['Bluffing', 'Card Game']",0.0,2016,5.505,5.76,30.0
28,10126.0,257273,Ghosts of the Moor,8,30,2,5,"['Roll / Spin and Move', 'Set Collection']",['Adventure'],1.0,2018,5.537000000000001,6.14,77.0
29,,182785,The Lord of the Rings: The Card Game – Murder at the Prancing Pony,13,90,1,2,['Cooperative Play'],"['Card Game', 'Expansion for Base-game', 'Fantasy', 'Novel-based']",3.75,2015,5.689,8.39,94.0
30,,192880,Thunderbirds: Above & Beyond,10,60,1,4,"['Cooperative Play', 'Pick-up and Deliver', 'Storytelling']","['Expansion for Base-game', 'Movies / TV / Radio theme', 'Real-time', 'Science Fiction']",2.6667,2016,5.683,7.68,124.0
31,8252.0,171779,GemPacked Cards,6,20,2,5,"['Pattern Building', 'Set Collection']","['Abstract Strategy', 'Card Game', 'Video Game Theme']",1.375,2015,5.56,6.63,102.0
32,,5078,End of the Line,8,10,2,4,"['Auction/Bidding', 'Hand Management']","['Abstract Strategy', 'Card Game']",1.25,1984,5.572,7.16,73.0
33,15468.0,171447,Bad Bunnies,8,20,2,6,['Hand Management'],['Card Game'],1.0,2015,5.48,5.35,137.0
34,,204091,The Lord of the Rings: The Card Game – The Sands of Harad,13,60,1,2,"['Cooperative Play', 'Hand Management', 'Variable Player Powers']","['Card Game', 'Fantasy', 'Novel-based']",0.0,2016,5.666,8.3,85.0
35,,145029,Cthulhu Wars: High Priest Expansion Pack,12,90,2,4,"['Action Point Allowance System', 'Area Movement', 'Dice Rolling', 'Variable Player Powers']","['Expansion for Base-game', 'Horror', 'Miniatures']",2.3333,2015,5.805,8.18,172.0
36,,21137,Speakeasy,10,0,4,99,[],"['Party Game', 'Word Game']",0.0,1996,,6.37,27.0
37,,187164,The Martian Investigations,15,120,1,5,"['Cooperative Play', 'Role Playing', 'Storytelling']","['Deduction', 'Murder/Mystery', 'Novel-based', 'Print & Play', 'Science Fiction']",3.0,2015,,7.47,29.0
38,,225319,Boss Monster: Implements of Destruction,13,0,2,6,"['Auction/Bidding', 'Hand Management', 'Player Elimination', 'Take That', 'Variable Player Powers']","['Card Game', 'City Building', 'Expansion for Base-game', 'Fantasy', 'Video Game Theme']",2.3333,2017,5.667000000000001,7.19,154.0
39,8019.0,251228,Radetzky's March: The Hundred Hours Campaign,14,360,1,2,"['Chit-Pull System', 'Hex-and-Counter', 'Simulation']","['Post-Napoleonic', 'Wargame']",2.0,2018,5.564,7.79,41.0
40,13395.0,223762,Atari's Missile Command,14,45,3,6,"['Secret Unit Deployment', 'Trading']",['Video Game Theme'],2.0,2018,5.506,5.6,35.0
41,,189661,Targi: The Action Tokens,12,0,2,2,"['Modular Board', 'Set Collection', 'Worker Placement']",['Expansion for Base-game'],2.5,2015,5.591,7.03,80.0
42,5269.0,230273,Ascension: Valley of the Ancients,13,30,1,4,['Deck / Pool Building'],"['Card Game', 'Fantasy']",2.0,2017,5.644,7.41,113.0
43,,272655,Darwinauts,13,45,2,4,"['Set Collection', 'Tile Placement', 'Worker Placement']",['Science Fiction'],0.0,2019,,7.8,1.0
44,13906.0,182049,Taste of Poland,8,20,2,5,"['Card Drafting', 'Hand Management', 'Pattern Recognition', 'Set Collection']","['Action / Dexterity', 'Card Game', 'Party Game']",1.1667,2015,5.502000000000001,5.57,98.0
45,,193871,Munchkin Marvel 2: Mystic Mayhem,10,120,3,6,"['Card Drafting', 'Dice Rolling', 'Take That', 'Variable Player Powers']","['Card Game', 'Comic Book / Strip', 'Expansion for Base-game']",2.0,2016,5.69,7.7,150.0
46,,213218,Imhotep: The Private Ships Mini Expansion,10,0,2,4,"['Area Control / Area Influence', 'Modular Board']","['Ancient', 'Expansion for Base-game']",1.5,2016,5.686,7.38,139.0
47,14113.0,179701,Game of Phones,13,15,3,99,"['Hand Management', 'Simultaneous Action Selection']","['Card Game', 'Electronic', 'Humor', 'Party Game']",1.0,2015,5.499,5.52,38.0
48,14589.0,215154,Jungli-La,6,45,2,5,"['Dice Rolling', 'Modular Board']","['Dice', 'Exploration']",0.0,2016,5.494,5.36,56.0
49,11393.0,200396,Long Range Desert Group: Special Operations Against Rommel 1941-1942,0,120,1,1,['Action Point Allowance System'],"['Wargame', 'World War II']",2.3333,2016,5.525,6.41,48.0
50,7076.0,214910,Tiki,8,20,2,2,"['Action / Movement Programming', 'Modular Board']",['Abstract Strategy'],2.0,2018,5.582000000000001,6.38,148.0
51,6782.0,143416,Gothic Doctor,12,25,2,4,"['Hand Management', 'Set Collection']","['Card Game', 'Novel-based']",1.9,2015,5.591,6.94,103.0
52,,174400,BattleCON: Wanderers,9,25,2,2,"['Hand Management', 'Point to Point Movement', 'Simultaneous Action Selection', 'Variable Player Powers']","['Card Game', 'Fighting']",0.0,2018,,7.7,9.0
53,10261.0,158267,Double Feature,10,35,3,10,[],"['Party Game', 'Trivia']",1.0,2015,5.535,6.01,151.0
54,,177222,Heroes of Normandie: Sainte-Mere Eglise,14,60,2,2,"['Card Drafting', 'Dice Rolling', 'Modular Board', 'Variable Player Powers']","['Expansion for Base-game', 'Wargame', 'World War II']",2.3333,2015,5.607,8.0,61.0
55,,197084,"Rattle, Battle, Grab the Loot: Angry Ocean",8,90,2,5,[],[],3.0,2016,5.553,6.94,52.0
56,7086.0,194307,Zipang Portable,8,20,2,6,['Campaign / Battle Card Driven'],['Medieval'],1.3333,2016,5.582999999999999,7.3,81.0
57,10845.0,174128,Zambezi: The Expedition Game,10,90,2,8,[],['Racing'],2.0,2015,5.53,6.25,59.0
58,7532.0,207883,OutLawed!,10,30,2,5,['Hand Management'],"['American West', 'Animals', 'Bluffing', 'Humor']",1.25,2017,5.572,6.81,88.0
59,9344.0,1575,Gettysburg,12,120,2,2,['Hex-and-Counter'],"['American Civil War', 'Wargame']",3.5556,1977,5.597,7.43,72.0
60,,247102,Whistle Stop: Rocky Mountains Expansion,13,90,2,5,"['Action Point Allowance System', 'Pick-up and Deliver', 'Stock Holding', 'Tile Placement']","['American West', 'Expansion for Base-game', 'Trains']",2.6667,2018,5.672000000000001,7.9,97.0
61,,205738,Vikings Gone Wild: Ragnarok!,10,90,1,4,"['Cooperative Play', 'Deck / Pool Building', 'Hand Management']","['Card Game', 'Fantasy', 'Humor', 'Medieval', 'Mythology', 'Video Game Theme']",1.5,2017,5.686,7.27,164.0
62,,179738,Ostfront,13,0,1,1,"['Action Point Allowance System', 'Chit-Pull System', 'Dice Rolling', 'Hex-and-Counter']","['Wargame', 'World War II']",0.0,2015,,8.0,1.0
63,12015.0,175263,4 the Birds,8,30,2,6,"['Area Control / Area Influence', 'Dice Rolling']","['Abstract Strategy', 'Animals', 'Dice', 'Number']",1.0,2016,5.519,5.96,79.0
64,,195450,Ships of the Line: Trafalgar 1805,14,240,2,60,['Simulation'],"['Miniatures', 'Napoleonic', 'Nautical', 'Wargame']",3.0,2016,,8.0,21.0
65,11350.0,183976,Dice Bazaar,6,40,2,4,"['Dice Rolling', 'Press Your Luck', 'Trading']","['Card Game', 'Dice']",1.4,2016,5.525,6.24,57.0
66,,216220,Rise of Totalitarianism,12,540,3,3,"['Action Point Allowance System', 'Area Control / Area Influence', 'Secret Unit Deployment', 'Voting']","['Political', 'World War I', 'World War II']",4.0,2017,,8.75,13.0
67,,198445,Kill the King,13,60,2,2,[],"['Medieval', 'Wargame']",2.5,2016,,6.33,20.0
68,,202325,Mistfall: Sand & Snow,14,120,1,4,[],['Expansion for Base-game'],0.0,2016,5.582000000000001,7.34,62.0
69,,220333,Metal Dawn,14,90,1,4,"['Action Point Allowance System', 'Area Movement', 'Cooperative Play', 'Modular Board', 'Time Track']","['Modern Warfare', 'Science Fiction']",3.0,2018,,6.56,17.0
70,,185121,Xoliba,8,45,1,3,"['Area Control / Area Influence', 'Area Enclosure', 'Pattern Building']",['Abstract Strategy'],2.0,2015,,6.26,11.0
71,14299.0,187550,Irresponsibility: The Mr Toast Card Game,7,20,2,4,"['Hand Management', 'Take That']","['Card Game', 'Party Game']",1.0,2015,5.497000000000001,5.85,66.0
72,9478.0,247963,Fist of Dragonstones: The Tavern Edition,8,60,3,6,"['Auction/Bidding', 'Set Collection']","['Bluffing', 'Fantasy', 'Medieval']",2.0,2018,5.544,6.49,61.0
73,7695.0,215392,Flip City: Wilderness,14,50,1,4,"['Deck / Pool Building', 'Press Your Luck']","['Card Game', 'City Building']",2.0,2017,5.57,6.26,156.0
74,,186808,The Island of Doctor Necreaux: Second Edition,14,90,1,4,"['Cooperative Play', 'Dice Rolling', 'Press Your Luck', 'Simultaneous Action Selection', 'Variable Player Powers']","['Adventure', 'Exploration', 'Science Fiction', 'Spies/Secret Agents']",2.0,2018,,6.87,21.0
75,,190572,1941: Race to Moscow,14,120,1,4,"['Pick-up and Deliver', 'Point to Point Movement', 'Route/Network Building']","['Racing', 'Transportation', 'Wargame', 'World War II']",0.0,2019,,7.22,6.0
76,,32422,Dia de los Muertos,16,60,2,6,['Card Drafting'],"['Card Game', 'Horror', 'Humor', 'Racing']",1.6,2007,5.521,6.11,53.0
77,7408.0,177053,Road To Infamy,12,45,2,4,"['Area Control / Area Influence', 'Auction/Bidding', 'Hand Management', 'Simultaneous Action Selection', 'Take That', 'Trick-taking']","['Card Game', 'Mafia']",2.0,2016,5.575,7.42,67.0
78,,225982,Tiny Epic Quest: Quest for the Golden Mushrooms,14,60,1,4,"['Dice Rolling', 'Grid Movement', 'Modular Board', 'Press Your Luck']","['Adventure', 'Dice', 'Fantasy', 'Video Game Theme']",3.0,2017,5.733,7.11,236.0
79,7810.0,186990,Suez '56: Anglo French Intervention in Egypt,0,0,1,1,['Point to Point Movement'],['Wargame'],1.8,2015,5.567,7.05,56.0
80,,275726,Legendary: A Marvel Deck Building Game – Dimensions,14,60,1,5,"['Cooperative Play', 'Deck / Pool Building']","['Card Game', 'Comic Book / Strip', 'Expansion for Base-game']",0.0,2019,,8.19,13.0
81,,251137,Vietnam: Rumor of War,14,1200,1,4,['Hex-and-Counter'],"['Vietnam War', 'Wargame']",3.5,2019,,7.5,6.0
82,,179927,Darkest Night: In Tales of Old,13,0,1,4,"['Cooperative Play', 'Dice Rolling', 'Variable Player Powers']","['Adventure', 'Expansion for Base-game', 'Fantasy', 'Horror']",3.0,2015,5.656000000000001,7.91,86.0
83,,203982,Hero Realms: 5 Magic Item Treasure Cards,0,0,2,4,['Deck / Pool Building'],"['Card Game', 'Expansion for Base-game', 'Fantasy', 'Fighting']",0.0,2016,5.659,7.83,96.0
84,,211904,Lorenzo il Magnifico: New Leaders,12,120,2,4,"['Card Drafting', 'Dice Rolling', 'Variable Player Powers', 'Worker Placement']","['Expansion for Base-game', 'Renaissance']",2.5,2016,5.644,7.5,96.0
85,14243.0,203401,Luther: Das Spiel,10,45,2,4,"['Card Drafting', 'Point to Point Movement', 'Set Collection']","['Religious', 'Travel']",1.5,2016,5.497999999999999,5.42,34.0
86,4654.0,220598,Ladder 29,10,45,2,5,"['Hand Management', 'Trick-taking']",['Card Game'],1.6667,2017,5.676,6.93,175.0
87,6887.0,193818,Basketball Age,12,120,2,2,"['Action / Movement Programming', 'Area Movement', 'Dice Rolling', 'Simulation', 'Variable Player Powers']",['Sports'],3.0,2016,5.587999999999999,7.65,64.0
88,7964.0,200886,Manaforge,14,90,2,4,"['Card Drafting', 'Dice Rolling', 'Variable Player Powers']","['Card Game', 'Dice', 'Fantasy']",2.75,2017,5.564,7.09,57.0
89,,211945,Isle of Skye: From Chieftain to King – Adjacency Scrolls,8,50,2,5,[],"['Expansion for Base-game', 'Territory Building']",1.0,2016,5.662000000000001,7.45,116.0
90,,178562,Shadows of Brimstone: The Guardian of Targa XL Enemy Pack,12,90,1,6,"['Cooperative Play', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Role Playing']","['Adventure', 'American West', 'Exploration', 'Horror', 'Miniatures']",0.0,2015,5.68,8.25,106.0
91,,212879,Scythe: Promo Pack #6 – Encounter Card 37,14,115,1,5,"['Area Control / Area Influence', 'Variable Player Powers']","['Economic', 'Expansion for Base-game', 'Farming', 'Territory Building']",3.0,2016,5.856,8.14,211.0
92,13658.0,191043,The Cohort,10,30,2,6,['Set Collection'],"['Card Game', 'Party Game']",1.6667,2016,5.504,6.19,91.0
93,4033.0,234877,Sebastian Fitzek Safehouse,12,30,2,4,"['Action / Movement Programming', 'Cooperative Play', 'Set Collection']","['Card Game', 'Murder/Mystery', 'Real-time']",2.0909,2017,5.724,6.66,315.0
94,,188364,Global War 1936-1945 2nd Edition,12,960,2,9,"['Area Control / Area Influence', 'Area Movement', 'Dice Rolling', 'Partnerships', 'Simulation']","['Wargame', 'World War II']",3.6,2015,,7.93,18.0
95,10984.0,255293,One Night Ultimate Super Villains,8,10,3,10,"['Hidden Traitor', 'Role Playing', 'Variable Player Powers', 'Voting']","['Bluffing', 'Card Game', 'Deduction', 'Horror', 'Party Game']",1.0,2019,5.529,7.04,37.0
96,7473.0,250781,Shikoku,8,40,3,8,"['Action / Movement Programming', 'Card Drafting', 'Hand Management']",['Racing'],1.5,2018,5.5729999999999995,6.68,92.0
97,,211732,Scythe: Promo Pack #3 – Objective Cards 24-27,14,115,1,5,"['Area Control / Area Influence', 'Variable Player Powers']","['Civilization', 'Economic', 'Expansion for Base-game', 'Fighting', 'Territory Building']",3.0,2016,6.159,8.18,430.0
98,,223332,King's Life,10,30,4,8,"['Hand Management', 'Partnerships', 'Take That', 'Trick-taking']",['Card Game'],2.0,2017,,5.85,13.0
99,,182865,Engineering Ants,5,0,2,4,"['Cooperative Play', 'Roll / Spin and Move']","[""Children's Game""]",1.0,2015,,4.68,24.0
100,,226085,Sailor Moon Crystal: Dice Challenge,10,60,2,8,"['Dice Rolling', 'Press Your Luck', 'Variable Player Powers']","['Comic Book / Strip', 'Dice', 'Fighting']",2.0,2018,,6.49,29.0
101,9170.0,194577,Tara Wolf in Valley of the Kings,12,30,2,2,['Hand Management'],['Card Game'],2.0,2016,5.547000000000001,6.3,94.0
102,10848.0,176887,Perspective,0,15,1,4,"['Hand Management', 'Memory', 'Partnerships']","['Card Game', 'Deduction', 'Memory']",1.8571,2016,5.53,6.04,99.0
103,,264017,Azul: Special Factories Promo,8,45,2,4,"['Card Drafting', 'Pattern Building', 'Set Collection', 'Tile Placement']","['Abstract Strategy', 'Expansion for Base-game', 'Renaissance']",1.5,2018,5.591,7.64,57.0
104,,258135,Wild Assent,0,90,1,4,"['Campaign / Battle Card Driven', 'Card Drafting', 'Dice Rolling', 'Worker Placement']","['Adventure', 'Dice', 'Fantasy', 'Miniatures']",0.0,2019,,7.14,7.0
105,8803.0,257834,Ramen,8,30,2,5,"['Auction/Bidding', 'Hand Management', 'Set Collection', 'Trick-taking']",['Card Game'],1.6667,2018,5.5520000000000005,6.61,73.0
106,,27925,Balkan Gambit,12,240,1,2,"['Dice Rolling', 'Hex-and-Counter']","['Wargame', 'World War II']",0.0,2015,,5.8,10.0
107,,218318,Gangs of Commorragh,0,0,2,2,[],['Miniatures'],0.0,2017,,7.01,25.0
108,9804.0,228550,Blueshift,13,130,2,6,"['Dice Rolling', 'Hex-and-Counter', 'Modular Board', 'Variable Player Powers']","['Civilization', 'Fighting', 'Science Fiction', 'Space Exploration', 'Wargame']",2.6667,2017,5.54,7.53,41.0
109,7796.0,147400,Kyoto Protocol,8,30,2,7,"['Card Drafting', 'Hand Management', 'Set Collection']","['Card Game', 'Environmental', 'Industry / Manufacturing']",1.6667,2015,5.567,6.64,78.0
110,5941.0,186020,Stawka większa niż życie,0,90,1,2,"['Area Movement', 'Dice Rolling', 'Hand Management', 'Variable Player Powers']","['Movies / TV / Radio theme', 'Spies/Secret Agents', 'World War II']",3.8667,2015,5.617000000000001,8.0,80.0
111,,274203,Lorenzo il Magnifico: The Pazzi Conspiracy Kickstarter Edition,12,120,2,5,"['Card Drafting', 'Dice Rolling', 'Variable Player Powers', 'Worker Placement']","['Expansion for Base-game', 'Renaissance']",0.0,2019,,8.5,2.0
112,,211115,Cyclades: Ancient Ruins,13,90,2,5,"['Area Control / Area Influence', 'Area Movement', 'Auction/Bidding', 'Card Drafting', 'Dice Rolling']","['Ancient', 'City Building', 'Civilization', 'Fighting', 'Miniatures', 'Mythology', 'Nautical']",3.0,2016,5.566,7.4,48.0
113,12197.0,196234,Clash d'Ardèche,12,75,1,4,"['Area Control / Area Influence', 'Auction/Bidding', 'Card Drafting', 'Set Collection', 'Worker Placement']","['Bluffing', 'Print & Play', 'Territory Building']",2.5,2017,5.517,6.39,31.0
114,,173587,Escape: Zombie City – Expansion 1 – The Survivor Chronicles,10,20,2,4,"['Cooperative Play', 'Dice Rolling']","['Dice', 'Real-time', 'Zombies']",0.0,2015,5.57,7.21,50.0
115,4469.0,191998,Lost Legacy: Fourth Chronicle – The Werewolf & Undying Heart,14,10,2,6,"['Hand Management', 'Memory', 'Player Elimination']","['Bluffing', 'Card Game', 'Deduction']",1.0,2016,5.688,7.15,163.0
116,6763.0,218028,BIOTIX,14,40,2,5,"['Press Your Luck', 'Take That', 'Worker Placement']","['Animals', 'Medical']",1.4,2017,5.591,6.42,147.0
117,14527.0,202742,OrgasMe!: Sex turned into a card game,18,30,2,6,"['Hand Management', 'Take That', 'Variable Player Powers']","['Card Game', 'Humor', 'Mature / Adult', 'Party Game']",1.0,2016,5.495,5.65,43.0
118,,213790,Castle Von Loghan,12,240,1,6,"['Area Movement', 'Auction/Bidding', 'Cooperative Play', 'Deck / Pool Building', 'Hand Management', 'Modular Board', 'Role Playing', 'Storytelling', 'Time Track', 'Trading', 'Variable Player Powers', 'Voting']","['Adventure', 'Bluffing', 'Fantasy', 'Medieval', 'Negotiation', 'Science Fiction', 'Travel']",0.0,2019,,7.95,10.0
119,12750.0,223971,Hànzì,7,30,2,5,"['Pattern Recognition', 'Press Your Luck']","['Card Game', 'Memory', 'Mythology']",2.0,2017,5.5120000000000005,5.91,53.0
120,9081.0,200729,Game of Blame,9,30,2,4,['Memory'],"['Card Game', 'Fantasy']",2.0,2016,5.5489999999999995,6.41,114.0
121,9179.0,138484,Robots on the Line,10,45,2,4,"['Pattern Building', 'Set Collection', 'Trading']",['Industry / Manufacturing'],2.1,2015,5.547000000000001,6.49,89.0
122,,240522,A Feast for Odin: New Special Tiles,12,120,1,4,"['Area Enclosure', 'Dice Rolling', 'Pattern Building', 'Press Your Luck', 'Tile Placement', 'Worker Placement']","['Economic', 'Industry / Manufacturing', 'Medieval', 'Puzzle']",3.3333,2017,5.678999999999999,8.04,95.0
123,4455.0,230430,Unlock! Temple of Ra,0,60,1,6,"['Cooperative Play', 'Storytelling']","['Card Game', 'Exploration', 'Print & Play', 'Puzzle', 'Real-time']",3.7778,2017,5.689,6.81,213.0
124,,185796,Innovation: Artifacts of History,0,0,2,5,"['Action Point Allowance System', 'Hand Management']","['Card Game', 'Civilization']",0.0,2016,5.557,7.44,39.0
125,8736.0,187347,No Honor Among Thieves,13,120,3,6,"['Action Point Allowance System', 'Card Drafting', 'Deck / Pool Building', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Partnerships', 'Take That']","['Bluffing', 'Card Game', 'Fantasy']",2.5,2018,5.553,7.16,49.0
126,11524.0,251349,Miskatonic University: The Restricted Collection,13,45,2,5,"['Hand Management', 'Press Your Luck', 'Set Collection', 'Take That']","['Card Game', 'Horror']",2.0,2019,5.522,6.23,74.0
127,,201822,UNO Wild Jackpot,7,30,2,10,['Hand Management'],"['Card Game', 'Number']",0.0,2016,,6.01,14.0
128,3581.0,252688,Enchanters: Overlords,14,60,2,4,"['Card Drafting', 'Set Collection', 'Take That']","['Adventure', 'Fantasy', 'Fighting', 'Humor']",1.8571,2018,5.768,7.65,199.0
129,,193948,Victory At Sea Redux,0,0,1,4,"['Area Control / Area Influence', 'Area Movement', 'Dice Rolling']","['Nautical', 'Print & Play', 'Wargame', 'World War II']",3.3333,2016,,7.65,11.0
130,6187.0,187587,Emporion,12,45,2,4,"['Card Drafting', 'Set Collection']","['Ancient', 'Card Game', 'Civilization']",2.0,2016,5.608,7.19,89.0
131,8683.0,225214,Legendary Forests,8,20,2,5,['Tile Placement'],"['Mythology', 'Puzzle']",2.5,2017,5.553999999999999,6.99,52.0
132,,95521,Tower of London,8,135,2,4,['Dice Rolling'],['Dice'],1.0,1970,5.5089999999999995,5.97,41.0
133,,186090,The Others: 7 Sins – Gluttony Expansion,14,0,2,5,"['Area Control / Area Influence', 'Dice Rolling', 'Modular Board', 'Variable Player Powers']","['Expansion for Base-game', 'Fighting', 'Horror']",3.0,2016,5.8260000000000005,7.76,230.0
134,,225651,First Class: Teatime,10,60,1,4,"['Card Drafting', 'Point to Point Movement', 'Route/Network Building', 'Set Collection']","['Card Game', 'Expansion for Base-game', 'Trains']",2.0,2017,5.571000000000001,7.41,49.0
135,6882.0,234842,Chickwood Forest,12,45,2,5,"['Area Control / Area Influence', 'Card Drafting', 'Set Collection']","['Card Game', 'Fantasy']",2.0,2017,5.587999999999999,6.85,97.0
136,,263744,Jonathan Strange & Mr Norrell: A Board Game of English Magic,14,80,2,4,['Point to Point Movement'],['Novel-based'],0.0,2019,,7.25,4.0
137,,220095,City of Spies: Double Agent,10,60,2,5,"['Area Control / Area Influence', 'Deck / Pool Building', 'Modular Board']","['Expansion for Base-game', 'Spies/Secret Agents', 'World War II']",3.0,2017,5.6,7.48,65.0
138,,166506,XenoShyft: Grafting Lab Expansion,13,60,1,4,"['Card Drafting', 'Cooperative Play', 'Deck / Pool Building', 'Variable Player Powers', 'Worker Placement']","['Card Game', 'Expansion for Base-game', 'Horror']",3.0,2015,5.729,7.4,181.0
139,11852.0,190015,Cthulhu Tales,14,0,2,5,"['Card Drafting', 'Storytelling']","['Horror', 'Novel-based']",1.0,2016,5.52,6.44,32.0
140,,168928,Star Wars: Armada – CR90 Corellian Corvette Expansion Pack,14,120,2,2,"['Action / Movement Programming', 'Variable Phase Order']","['Expansion for Base-game', 'Miniatures', 'Science Fiction', 'Wargame']",2.6667,2015,5.782,7.81,191.0
141,10268.0,171475,Särge schubsen,8,15,2,6,"['Dice Rolling', 'Memory']",[],1.0,2015,5.535,6.1,106.0
142,,182788,Ancient Aliens: Creators of Civilizations,12,90,2,4,"['Area Control / Area Influence', 'Card Drafting', 'Hand Management', 'Partnerships', 'Take That', 'Variable Player Powers']","['Ancient', 'Civilization', 'Science Fiction']",3.3333,2018,,7.93,15.0
143,,216725,Villages of Valeria: Deluxe Kickstarter Edition,14,60,1,5,"['Card Drafting', 'Hand Management']","['Card Game', 'City Building']",2.1111,2016,5.891,7.37,335.0
144,15759.0,214224,Clue: Star Wars,8,60,3,6,[],"['Deduction', 'Movies / TV / Radio theme']",2.0,2016,5.474,5.28,105.0
