,rank,id,name,age,avg_time,min_players,max_players,mechanic,category,weight,year,geek,avg,num_rev
1372,5597.0,258466,The Great City of Rome,10,60,2,4,['Pattern Building'],"['City Building', 'Environmental']",2.0,2018,5.63,6.44,207.0
1373,3485.0,227893,Smile,8,30,3,5,[],['Card Game'],1.2,2017,5.78,6.67,409.0
1374,8133.0,26250,A las Barricadas!,12,120,2,2,"['Dice Rolling', 'Hex-and-Counter', 'Simulation']",['Wargame'],2.7333,2006,5.563,7.59,52.0
1375,3508.0,218161,Pit Crew,8,30,2,9,"['Partnerships', 'Pattern Recognition']","['Racing', 'Real-time', 'Sports']",1.2222,2017,5.776,6.51,474.0
1376,8870.0,216224,Carcosa,12,60,1,4,"['Area Control / Area Influence', 'Partnerships', 'Tile Placement']","['Bluffing', 'Horror', 'Territory Building']",2.7143,2017,5.551,6.16,153.0
1377,6074.0,223033,Approaching Dawn: The Witching Hour,12,120,3,6,['Cooperative Play'],"['Card Game', 'Fantasy']",3.25,2017,5.612,7.63,105.0
1378,,254127,Europa Universalis: The Board Game,12,300,2,6,"['Area Control / Area Influence', 'Area Movement', 'Campaign / Battle Card Driven', 'Hand Management']","['Age of Reason', 'Civilization', 'Economic', 'Exploration', 'Napoleonic', 'Negotiation', 'Pike and Shot', 'Political', 'Post-Napoleonic', 'Renaissance', 'Video Game Theme', 'Wargame']",4.5,2019,,7.19,8.0
1379,1365.0,215840,Exit: The Game – The Forbidden Castle,12,90,1,4,['Cooperative Play'],"['Deduction', 'Puzzle', 'Real-time']",3.3478,2017,6.2829999999999995,6.96,1422.0
1380,11720.0,17807,Inquisitor,10,180,2,0,"['Dice Rolling', 'Paper-and-Pencil', 'Point to Point Movement']","['Miniatures', 'Science Fiction', 'Wargame']",3.3125,2001,,6.75,12.0
1381,,264396,Bunny Kingdom: In the Sky,14,60,2,5,"['Area Control / Area Influence', 'Card Drafting']","['Animals', 'Expansion for Base-game', 'Medieval', 'Territory Building']",2.0,2019,5.562,7.81,42.0
1382,4807.0,178153,100 Swords: The Red Dragon's Dungeon,13,25,1,2,"['Deck / Pool Building', 'Hand Management']","['Card Game', 'Fantasy']",1.1667,2016,5.667000000000001,6.75,223.0
1383,3499.0,192185,Matryoshka,8,20,3,5,"['Hand Management', 'Set Collection', 'Trading']",['Card Game'],1.6,2016,5.778,6.72,403.0
1384,5518.0,224303,Pocket Landship: Free Trial Version,10,20,1,1,['Dice Rolling'],"['Dice', 'Print & Play', 'Wargame', 'World War I']",1.3077,2017,5.632999999999999,7.22,117.0
1385,11426.0,5380,Lancelot,10,45,2,5,['Area Control / Area Influence'],"['Abstract Strategy', 'Medieval']",2.0,1985,5.523,6.2,111.0
1386,15905.0,213787,The Terminator: The Official Board Game,14,0,2,5,"['Area Movement', 'Cooperative Play']",['Movies / TV / Radio theme'],0.0,2017,5.47,5.47,36.0
1387,,198045,Elder Sign: Grave Consequences,13,90,1,8,"['Cooperative Play', 'Dice Rolling', 'Modular Board', 'Variable Player Powers']","['Adventure', 'Card Game', 'Dice', 'Fantasy', 'Fighting', 'Horror', 'Novel-based']",2.0,2016,5.845,7.29,328.0
1388,6057.0,177815,Burger Boss,8,90,3,5,"['Dice Rolling', 'Simulation', 'Worker Placement']","['Bluffing', 'Dice', 'Industry / Manufacturing']",2.1111,2015,5.6129999999999995,6.56,161.0
1389,,176601,Dead of Winter: Tabletop Edition,13,120,2,5,"['Action Point Allowance System', 'Cooperative Play', 'Dice Rolling', 'Hand Management', 'Point to Point Movement', 'Variable Player Powers', 'Voting']","['Horror', 'Zombies']",2.8571,2015,5.652,7.8,90.0
1390,3727.0,213149,The King's Will,10,90,2,4,[],"['Farming', 'Industry / Manufacturing', 'Medieval', 'Territory Building']",3.2727,2017,5.754,7.05,251.0
1391,,255262,Agricola: All Creatures Big and Small – The Big Box,13,30,2,2,"['Area Enclosure', 'Tile Placement', 'Worker Placement']","['Animals', 'Farming']",2.5,2018,6.032,7.85,375.0
1392,7348.0,161290,Space Movers 2201,13,60,2,7,"['Cooperative Play', 'Dice Rolling', 'Pick-up and Deliver']","['Action / Dexterity', 'Comic Book / Strip', 'Dice', 'Science Fiction']",2.125,2015,5.5760000000000005,6.68,108.0
1393,6428.0,172596,Monster My Neighbor,8,20,3,8,['Hand Management'],"['Bluffing', 'Card Game', 'Deduction']",1.2143,2015,5.6,6.04,298.0
1394,,183272,Legacy: The Testament of Duke de Crecy – Five Families,10,90,1,4,"['Card Drafting', 'Hand Management', 'Set Collection', 'Worker Placement']","['Age of Reason', 'Card Game', 'Economic', 'Expansion for Base-game']",3.0,2015,5.689,6.86,203.0
1395,6056.0,158888,Race to Berlin,14,150,2,2,"['Action Point Allowance System', 'Area Movement', 'Area-Impulse', 'Dice Rolling']","['Wargame', 'World War II']",2.8889,2015,5.6129999999999995,7.6,78.0
1396,,234163,The Castles of Burgundy: 9th Expansion – The Team Game,13,90,4,4,"['Dice Rolling', 'Partnerships', 'Set Collection', 'Tile Placement']","['Expansion for Base-game', 'Medieval', 'Territory Building']",3.25,2017,5.662999999999999,7.94,90.0
1397,4070.0,257733,Fine Sand,10,30,1,4,"['Deck / Pool Building', 'Hand Management']",['Card Game'],2.0,2018,5.721,6.9,245.0
1398,,256852,Aliens: Another Glorious Day in the Corps!,0,120,1,6,['Cooperative Play'],['Movies / TV / Radio theme'],0.0,2019,,,
1399,10976.0,184525,Obama Llama,12,30,4,99,"['Acting', 'Memory', 'Partnerships']","['Party Game', 'Real-time']",1.0,2015,5.529,5.92,147.0
1400,5841.0,142265,Prospectus,8,180,3,4,"['Commodity Speculation', 'Stock Holding']","['Economic', 'Fantasy']",2.5,2016,5.62,6.94,126.0
1401,,167883,Star Wars: Imperial Assault – General Weiss Villain Pack,10,60,2,5,"['Campaign / Battle Card Driven', 'Dice Rolling', 'Modular Board', 'Variable Player Powers']","['Expansion for Base-game', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction']",3.0,2015,6.157,7.93,516.0
1402,5271.0,229006,SpyNet,10,45,2,4,"['Card Drafting', 'Hand Management']","['Bluffing', 'Card Game', 'Spies/Secret Agents']",2.0,2017,5.644,6.91,167.0
1403,4143.0,202982,Scrawl,17,30,4,8,['Line Drawing'],['Party Game'],1.0,2016,5.715,7.08,219.0
1404,5619.0,197061,Fantahzee: Hordes & Heroes,14,40,2,5,"['Dice Rolling', 'Hand Management']","['Dice', 'Fantasy', 'Fighting']",2.0,2016,5.629,6.38,225.0
1405,,193664,T.I.M.E Stories: Tric Trac TV,12,0,2,4,"['Cooperative Play', 'Dice Rolling', 'Role Playing', 'Variable Player Powers', 'Voting']","['Adventure', 'Science Fiction']",0.0,2015,5.492000000000001,5.02,30.0
1406,,185403,Pandemic: Promo Roles,8,45,2,4,"['Action Point Allowance System', 'Cooperative Play', 'Hand Management', 'Point to Point Movement', 'Set Collection', 'Variable Player Powers']",['Medical'],2.3333,2015,5.597,7.06,86.0
1407,,196114,Flick 'em Up!: Red Rock Tomahawk,8,45,2,10,[],"['Action / Dexterity', 'American West', 'Expansion for Base-game']",1.0,2016,5.747999999999999,7.72,159.0
1408,3888.0,230304,Unlock! The Nautilus' Traps,10,60,1,6,"['Cooperative Play', 'Storytelling']","['Card Game', 'Exploration', 'Puzzle', 'Real-time']",2.8,2017,5.737,5.98,1173.0
1409,6014.0,235982,RWBY: Combat Ready,14,75,2,5,"['Cooperative Play', 'Player Elimination', 'Variable Player Powers']",['Fighting'],2.6667,2018,5.614,7.33,112.0
1410,,152230,Argent: Mancers of the University,10,180,2,6,"['Area Control / Area Influence', 'Time Track', 'Variable Player Powers', 'Worker Placement']","['Expansion for Base-game', 'Fantasy', 'Political']",3.75,2015,6.111000000000001,8.11,377.0
1411,7518.0,194964,Mothership: Tabletop Combat,12,180,1,6,"['Dice Rolling', 'Grid Movement', 'Modular Board', 'Player Elimination']","['Dice', 'Miniatures', 'Science Fiction', 'Wargame']",2.0,2016,5.5729999999999995,7.26,108.0
1412,,164313,The Lord of the Rings: The Card Game – The Lost Realm,13,60,1,2,"['Cooperative Play', 'Hand Management']","['Card Game', 'Expansion for Base-game', 'Fantasy', 'Novel-based']",3.0,2015,5.835,8.25,184.0
1413,4642.0,180193,Expo 1906,12,90,1,4,"['Action / Movement Programming', 'Tile Placement']","['Industry / Manufacturing', 'Puzzle']",3.1538,2015,5.6770000000000005,6.88,183.0
1414,,161276,MIND,8,90,1,2,"['Area Control / Area Influence', 'Area Movement', 'Card Drafting', 'Cooperative Play', 'Dice Rolling', 'Hand Management']","['Civilization', 'Dice', 'Science Fiction', 'Territory Building']",2.0,2017,,7.75,6.0
1415,,162608,Zombicide: Ultimate Survivors #1,13,60,1,12,"['Cooperative Play', 'Dice Rolling']","['Expansion for Base-game', 'Horror', 'Miniatures', 'Zombies']",2.0,2015,5.7010000000000005,7.67,151.0
1416,,172365,Assault on Doomrock: Doompocalypse,12,150,1,4,"['Area Movement', 'Cooperative Play', 'Dice Rolling', 'Role Playing', 'Variable Player Powers']","['Adventure', 'Dice', 'Fantasy']",3.3636,2015,5.771,7.66,184.0
1417,5786.0,241106,Masque of the Red Death,14,90,4,7,"['Action / Movement Programming', 'Hand Management', 'Memory', 'Take That']","['Deduction', 'Novel-based']",2.6,2018,5.622000000000001,6.86,134.0
1418,,265181,Legendary: A Marvel Deck Building Game – Venom,14,45,1,5,"['Cooperative Play', 'Deck / Pool Building']","['Card Game', 'Comic Book / Strip', 'Expansion for Base-game']",0.0,2019,5.624,8.12,75.0
1419,4965.0,244794,Mercado,10,30,2,4,[],[],2.0,2018,5.659,6.48,246.0
1420,8866.0,215918,Oh Captain!,8,30,3,6,"['Hand Management', 'Take That', 'Trading']","['Bluffing', 'Card Game', 'Fantasy', 'Party Game', 'Pirates']",1.6667,2017,5.551,5.93,192.0
1421,3862.0,246816,Tales of Glory,10,45,2,5,"['Card Drafting', 'Hand Management', 'Simultaneous Action Selection', 'Tile Placement']","['Fantasy', 'Medieval']",2.0,2018,5.74,7.31,199.0
1422,5708.0,219638,Donner Dinner Party,12,60,4,10,['Player Elimination'],"['Bluffing', 'Deduction', 'Party Game']",1.2,2017,5.625,6.56,193.0
1423,7580.0,142903,Foragers,8,80,2,4,"['Modular Board', 'Pick-up and Deliver', 'Tile Placement']","['Ancient', 'Economic', 'Exploration', 'Prehistoric']",2.0833,2016,5.572,6.56,105.0
1424,,210625,Agricola: Expansion for 5 and 6 Players,12,120,2,6,"['Area Enclosure', 'Card Drafting', 'Hand Management', 'Worker Placement']","['Animals', 'Economic', 'Expansion for Base-game', 'Farming']",3.0,2016,5.672999999999999,7.88,100.0
1425,5901.0,236370,Blood Red Skies,12,60,2,2,"['Action Point Allowance System', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Variable Player Powers']","['Aviation / Flight', 'Miniatures', 'Wargame', 'World War II']",2.5,2017,5.617999999999999,7.75,85.0
1426,6379.0,183315,Tetrarchia,10,40,1,4,"['Action Point Allowance System', 'Cooperative Play', 'Dice Rolling', 'Point to Point Movement']","['Ancient', 'Wargame']",2.0,2015,5.601,7.45,72.0
1427,5523.0,201054,What's Up,8,20,2,4,"['Memory', 'Set Collection']","['Deduction', 'Memory']",1.1818,2016,5.632999999999999,5.93,633.0
1428,,162879,Empires at Sea,0,120,2,3,"['Dice Rolling', 'Point to Point Movement']","['Ancient', 'Miniatures', 'Nautical', 'Wargame']",0.0,2009,5.564,6.76,105.0
1429,4769.0,181328,Cornwall,8,30,2,4,"['Area Control / Area Influence', 'Area Enclosure', 'Tile Placement']",[],2.2143,2015,5.669,6.55,237.0
1430,14388.0,235247,Jim Henson's The Dark Crystal: Board Game,6,120,2,4,"['Area Movement', 'Cooperative Play', 'Dice Rolling', 'Time Track']","['Adventure', 'Movies / TV / Radio theme']",2.3333,2018,5.496,5.53,55.0
1431,3632.0,191579,Teenage Mutant Ninja Turtles Dice Masters,14,30,2,4,"['Deck / Pool Building', 'Dice Rolling', 'Variable Player Powers']","['Collectible Components', 'Comic Book / Strip', 'Dice', 'Fighting']",2.0,2016,5.763,7.25,235.0
1432,,189664,"The Hunted: Twilight of the U-Boats, 1943-45",12,90,1,2,"['Dice Rolling', 'Press Your Luck', 'Simulation']","['Nautical', 'Wargame', 'World War II']",3.0,2017,,8.5,6.0
1433,5278.0,234468,Minute Realms,10,30,2,5,"['Card Drafting', 'Set Collection']","['Card Game', 'City Building', 'Medieval']",1.7778,2017,5.644,6.49,216.0
1434,,164579,Heroes Wanted: The Stuff of Legend,14,60,1,5,"['Dice Rolling', 'Grid Movement', 'Hand Management', 'Pick-up and Deliver', 'Variable Player Powers']","['Adventure', 'Comic Book / Strip', 'Expansion for Base-game', 'Fighting']",3.0,2015,5.632999999999999,7.3,114.0
1435,4788.0,206448,Noxford,8,40,2,4,"['Area Control / Area Influence', 'Hand Management', 'Tile Placement']","['Card Game', 'Territory Building']",1.9091,2016,5.667999999999999,6.28,367.0
1436,3114.0,207898,Captive,10,130,1,1,[],['Book'],1.25,2016,5.827999999999999,7.31,275.0
1437,,206072,Evolution: Promo Pack III,12,0,2,6,['Hand Management'],"['Animals', 'Environmental', 'Expansion for Base-game']",1.0,2016,5.722,7.77,143.0
1438,,270364,Teotihuacan: Late Preclassic Period,12,120,1,4,"['Area Movement', 'Point to Point Movement', 'Set Collection', 'Tile Placement', 'Variable Player Powers', 'Worker Placement']","['Ancient', 'Expansion for Base-game']",0.0,2019,,7.73,11.0
1439,2055.0,197065,Valley of the Kings: Last Rites,14,45,1,4,"['Deck / Pool Building', 'Hand Management', 'Set Collection']","['Ancient', 'Card Game', 'Mythology', 'Religious']",2.4444,2016,6.041,7.52,456.0
1440,,61313,Black Hat,3,0,2,4,[],"[""Children's Game""]",0.0,0,5.565,6.25,159.0
1441,4663.0,213648,South Pacific: Breaking the Bismarck Barrier 1942-1943,12,120,2,2,"['Campaign / Battle Card Driven', 'Dice Rolling', 'Hex-and-Counter']","['Nautical', 'Wargame', 'World War II']",3.6667,2016,5.676,7.76,109.0
1442,2750.0,192297,America,13,45,2,6,['Area Control / Area Influence'],"['Bluffing', 'Party Game', 'Trivia']",1.1667,2016,5.8870000000000005,6.84,502.0
1443,7740.0,171542,Gum Gum Machine,8,30,2,4,"['Memory', 'Modular Board', 'Set Collection']","['Industry / Manufacturing', 'Puzzle']",1.6667,2015,5.568,5.86,285.0
1444,6267.0,191191,Retreat to Darkmoor,14,45,2,4,"['Area Control / Area Influence', 'Hand Management']",['Fantasy'],1.6667,2016,5.605,6.56,150.0
1445,,73046,Hokkaido,13,60,2,4,[],['Medieval'],0.0,2010,5.829,7.32,277.0
1446,5138.0,227002,Rise of the Necromancers,13,120,2,5,"['Area Control / Area Influence', 'Dice Rolling', 'Variable Player Powers']","['Fantasy', 'Horror', 'Zombies']",2.1667,2018,5.65,7.51,138.0
1447,,186076,The Others: 7 Sins – Apocalypse Expansion,14,0,2,5,"['Area Control / Area Influence', 'Dice Rolling', 'Modular Board', 'Variable Player Powers']","['Expansion for Base-game', 'Fighting', 'Horror']",3.0,2016,5.782,7.91,185.0
1448,,244820,Posthuman Saga,14,120,1,4,"['Auction/Bidding', 'Deck / Pool Building', 'Dice Rolling', 'Modular Board', 'Pattern Building', 'Press Your Luck', 'Role Playing', 'Storytelling', 'Tile Placement', 'Variable Player Powers']","['Adventure', 'Exploration', 'Fighting', 'Science Fiction']",0.0,2019,,8.26,22.0
1449,16218.0,165302,King Down,8,30,2,4,"['Action Point Allowance System', 'Campaign / Battle Card Driven', 'Hand Management', 'Variable Player Powers']","['Abstract Strategy', 'Fantasy']",2.5714,2015,5.459,5.02,110.0
1450,3918.0,271518,Villainous: Wicked to the Core,10,60,2,3,"['Hand Management', 'Take That', 'Variable Player Powers']","['Card Game', 'Fantasy', 'Medieval', 'Movies / TV / Radio theme', 'Mythology', 'Novel-based', 'Pirates']",2.6,2019,5.742000000000001,7.81,180.0
1451,,270970,Century: A New World,8,45,2,4,['Worker Placement'],[],2.0,2019,,8.57,14.0
1452,4853.0,186767,Shahrazad,8,10,1,2,"['Cooperative Play', 'Hand Management', 'Pattern Building']","['Card Game', 'Fantasy']",1.1667,2015,5.665,6.38,288.0
1453,3975.0,199780,Looterz,10,30,2,6,"['Dice Rolling', 'Take That']","['Card Game', 'Dice']",1.3,2016,5.728,6.72,353.0
1454,1039.0,215842,Exit: The Game – The Polar Station,12,90,1,4,['Cooperative Play'],"['Deduction', 'Puzzle', 'Real-time']",2.8333,2017,6.436,7.12,1689.0
1455,,257047,Altiplano: The Traveler,12,120,2,5,"['Action Point Allowance System', 'Deck / Pool Building', 'Variable Player Powers']",['Expansion for Base-game'],3.0,2018,5.7989999999999995,7.71,201.0
1456,5424.0,255990,Nemeton,12,75,2,4,"['Grid Movement', 'Modular Board', 'Set Collection', 'Tile Placement', 'Trading']","['Animals', 'Exploration', 'Fantasy']",3.2143,2018,5.6370000000000005,7.05,151.0
1457,,181173,Tragedy Looper: Midnight Circle,13,120,2,4,"['Grid Movement', 'Memory', 'Partnerships']","['Bluffing', 'Deduction', 'Expansion for Base-game', 'Murder/Mystery']",3.7,2015,5.689,7.99,116.0
1458,4108.0,172994,Catan: Traveler – Compact Edition,10,75,2,4,"['Dice Rolling', 'Hand Management', 'Modular Board']","['Civilization', 'Negotiation']",2.2,2015,5.718,7.16,220.0
1459,,188818,AEG Black Friday Black Box 2015,0,360,0,0,[],[],1.5,2015,5.5089999999999995,5.7,73.0
1460,3190.0,178210,Batman Fluxx,8,30,2,6,"['Hand Management', 'Set Collection']","['Card Game', 'Movies / TV / Radio theme']",1.3077,2015,5.814,6.39,910.0
1461,9195.0,173666,Renaissance Wars,12,90,2,4,"['Hand Management', 'Set Collection', 'Trick-taking', 'Variable Player Powers']","['Card Game', 'Renaissance']",3.0,2015,5.547000000000001,6.57,112.0
1462,3938.0,257380,Counterfeiters,13,35,2,4,['Worker Placement'],"['Animals', 'Card Game', 'Mafia']",2.0,2018,5.732,6.99,255.0
1463,5991.0,187976,Covil: The Dark Overlords,12,90,1,4,"['Action Point Allowance System', 'Area Control / Area Influence', 'Take That', 'Variable Player Powers']","['Fantasy', 'Humor']",3.0,2017,5.615,6.79,188.0
1464,2723.0,251053,Let's Make a Bus Route,10,30,2,5,"['Line Drawing', 'Paper-and-Pencil', 'Route/Network Building', 'Set Collection']",['Transportation'],1.6,2018,5.895,7.3,352.0
1465,,190225,The Castles of Burgundy: 6th Expansion – The Cloisters,12,90,2,4,[],"['Dice', 'Expansion for Base-game']",2.6667,2015,5.6579999999999995,7.35,118.0
1466,,181592,Evolution: Promo Pack II,12,0,2,6,['Hand Management'],"['Animals', 'Expansion for Base-game', 'Prehistoric']",2.4286,2015,5.617999999999999,7.34,92.0
1467,6455.0,178450,Side Quest,8,120,1,4,"['Action Point Allowance System', 'Area Movement', 'Cooperative Play', 'Dice Rolling', 'Hand Management', 'Press Your Luck']","['Card Game', 'Dice', 'Fantasy']",1.8333,2016,5.599,6.36,194.0
1468,3799.0,220155,Groves,13,60,1,4,"['Deck / Pool Building', 'Tile Placement', 'Worker Placement']",['Fantasy'],2.4,2018,5.747000000000001,7.31,226.0
1469,4721.0,155495,KUNE v LAKIA: A Chronicle Of A Royal Lapine Divorce Foretold,12,30,2,2,"['Campaign / Battle Card Driven', 'Card Drafting', 'Deck / Pool Building', 'Hand Management']","['Animals', 'Card Game', 'Fantasy', 'Medieval']",2.3333,2015,5.672000000000001,6.62,232.0
1470,7904.0,209863,Fall Of The Third Reich,0,600,1,4,['Hex-and-Counter'],"['Wargame', 'World War II']",3.4,2016,5.566,7.61,45.0
1471,,181561,Shadows of Brimstone: Other Worlds – Trederra,12,120,1,4,"['Cooperative Play', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Role Playing']","['Adventure', 'American West', 'Exploration', 'Horror', 'Miniatures']",0.0,2016,5.761,8.55,143.0
1472,,246646,Isle of Skye: Druids,10,75,2,5,"['Auction/Bidding', 'Set Collection', 'Tile Placement']","['Expansion for Base-game', 'Territory Building']",2.2857,2018,5.834,7.8,222.0
1473,,231168,7 Wonders: Cities Anniversary Pack,10,40,2,8,"['Card Drafting', 'Partnerships', 'Set Collection', 'Simultaneous Action Selection', 'Variable Player Powers']","['Ancient', 'Card Game', 'City Building', 'Civilization', 'Expansion for Base-game']",2.375,2017,6.1160000000000005,7.92,435.0
1474,,204470,The Stygian Society,14,120,1,4,"['Cooperative Play', 'Memory', 'Time Track', 'Variable Player Powers']","['Adventure', 'Fantasy']",0.0,2019,,7.33,9.0
1475,4549.0,206844,Fold-it,8,20,1,5,"['Pattern Recognition', 'Player Elimination']","['Action / Dexterity', 'Puzzle', 'Real-time']",1.2857,2016,5.683,6.33,381.0
1476,5462.0,232045,Shaky Manor,6,20,2,4,['Pattern Building'],"['Action / Dexterity', ""Children's Game"", 'Horror', 'Maze', 'Real-time']",1.0,2017,5.636,6.16,336.0
1477,13749.0,2940,A Dog's Life,8,90,2,6,"['Action Point Allowance System', 'Area Movement', 'Pick-up and Deliver', 'Simulation', 'Variable Player Powers']",['Animals'],1.8413,2001,5.462999999999999,5.6,149.0
1478,,179417,Orléans: Neue Ortskarten N°1,0,0,2,5,"['Deck / Pool Building', 'Point to Point Movement']","['Expansion for Base-game', 'Medieval']",3.3333,2015,5.849,7.58,248.0
1479,4863.0,168232,Project Dreamscape,10,30,1,4,"['Deck / Pool Building', 'Set Collection']","['Card Game', 'Science Fiction']",1.6364,2015,5.664,6.62,221.0
1480,6808.0,1352,Bali,12,60,3,4,['Hand Management'],['Card Game'],2.7778,2001,5.752000000000001,6.89,276.0
1481,,202831,Boss Monster: Crash Landing,13,0,2,6,"['Auction/Bidding', 'Hand Management', 'Player Elimination', 'Take That']","['Card Game', 'Expansion for Base-game', 'Fantasy', 'Science Fiction', 'Video Game Theme']",2.2,2016,5.765,6.87,395.0
1482,8672.0,165812,Nightmare Forest: Dead Run,8,40,1,6,"['Deck / Pool Building', 'Dice Rolling', 'Hand Management', 'Press Your Luck', 'Roll / Spin and Move']","['Card Game', 'Dice', 'Humor', 'Party Game', 'Zombies']",1.6667,2016,5.553999999999999,6.77,88.0
1483,,228935,Tiny Epic Defenders: The Dark War,8,60,1,4,"['Action Point Allowance System', 'Area Control / Area Influence', 'Campaign / Battle Card Driven', 'Cooperative Play', 'Variable Phase Order', 'Variable Player Powers']","['Expansion for Base-game', 'Fantasy', 'Medieval']",2.5,2018,5.806,7.61,235.0
1484,4472.0,183420,Kung Fu Zoo,10,10,2,4,[],"['Action / Dexterity', 'Animals', 'Dice', 'Fighting', 'Sports']",1.0,2016,5.687,6.83,227.0
1485,,264398,Kanagawa: Yokai,12,45,2,4,"['Card Drafting', 'Hand Management', 'Pattern Building', 'Press Your Luck', 'Set Collection', 'Worker Placement']","['Animals', 'Card Game', 'Expansion for Base-game']",0.0,2019,,8.05,13.0
1486,9175.0,226997,South China Sea,11,240,2,5,['Hex-and-Counter'],['Wargame'],0.0,2017,5.547000000000001,7.25,48.0
1487,2304.0,216199,Smash Up: Big in Japan,14,45,2,2,"['Area Control / Area Influence', 'Hand Management', 'Variable Phase Order', 'Worker Placement']","['Card Game', 'Fantasy', 'Humor']",2.6667,2017,5.981,7.57,413.0
1488,,253354,Flamme Rouge: Meteo,8,45,2,4,"['Hand Management', 'Modular Board', 'Simulation', 'Simultaneous Action Selection']","['Expansion for Base-game', 'Racing', 'Sports']",1.75,2018,5.745,7.45,193.0
1489,,233468,Bloodborne: The Card Game – The Hunter's Nightmare,14,45,3,5,"['Card Drafting', 'Dice Rolling', 'Hand Management', 'Press Your Luck', 'Set Collection', 'Simultaneous Action Selection', 'Variable Player Powers']","['Card Game', 'Expansion for Base-game', 'Fantasy', 'Horror', 'Video Game Theme']",2.2,2018,5.816,8.04,203.0
1490,,199877,Shakespeare: Backstage,14,90,1,4,"['Action Point Allowance System', 'Auction/Bidding', 'Card Drafting']",['Renaissance'],3.0,2016,6.018,7.89,353.0
1491,,94667,Hive Mind,12,15,3,6,"['Campaign / Battle Card Driven', 'Partnerships', 'Variable Player Powers']","['Adventure', 'Card Game', 'Fighting', 'Horror', 'Science Fiction']",3.0,2011,5.801,7.15,292.0
1492,1653.0,216094,Unlock! The Island of Doctor Goorse,10,60,2,6,"['Cooperative Play', 'Storytelling']","['Card Game', 'Exploration', 'Puzzle', 'Real-time']",2.9333,2017,6.166,6.82,1245.0
1493,3118.0,191925,Bandido,6,15,1,4,"['Cooperative Play', 'Route/Network Building']",['Card Game'],1.1111,2016,5.8260000000000005,6.55,651.0
1494,3541.0,249821,Codenames: Harry Potter,0,15,2,2,"['Cooperative Play', 'Press Your Luck']","['Deduction', 'Word Game']",2.0,2018,5.773,7.12,274.0
1495,,225370,Between Two Cities: Capitals,8,35,1,7,"['Card Drafting', 'Set Collection', 'Simultaneous Action Selection', 'Tile Placement']","['City Building', 'Expansion for Base-game']",2.1111,2017,6.16,7.85,485.0
1496,1031.0,215841,Exit: The Game – The Forgotten Island,12,90,1,4,['Cooperative Play'],"['Deduction', 'Puzzle', 'Real-time']",2.6471,2017,6.439,7.17,1602.0
1497,14047.0,194496,Risk: Captain America – Civil War Edition,10,90,2,4,"['Area Control / Area Influence', 'Dice Rolling']","['Comic Book / Strip', 'Dice', 'Miniatures', 'Territory Building', 'Wargame']",2.0,2016,5.5,5.55,44.0
1498,6646.0,203800,Dust 1947,10,120,2,8,"['Area Control / Area Influence', 'Area Movement', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Point to Point Movement', 'Variable Player Powers']","['Adventure', 'Collectible Components', 'Fighting', 'Miniatures', 'Science Fiction', 'Wargame', 'World War II', 'Zombies']",2.5556,2016,5.593999999999999,7.35,91.0
1499,2574.0,218129,Catch the Moon,6,20,2,6,['Dice Rolling'],"['Action / Dexterity', 'Puzzle']",1.0,2017,5.921,6.82,610.0
1500,8604.0,37491,Modern Land Battles: Target Acquired,10,120,2,6,"['Card Drafting', 'Dice Rolling']","['Card Game', 'Dice', 'Fighting', 'Modern Warfare', 'Vietnam War', 'Wargame']",2.2,2015,5.555,7.46,39.0
1501,7470.0,231038,Dreamscape,10,90,1,4,"['Action / Movement Programming', 'Action Point Allowance System', 'Pattern Building', 'Point to Point Movement', 'Set Collection']",['Fantasy'],3.5,2019,5.574,8.3,57.0
1502,10867.0,182960,Termity,10,45,2,4,"['Grid Movement', 'Hand Management', 'Hex-and-Counter', 'Tile Placement', 'Variable Player Powers']","['Animals', 'Fighting']",2.6667,2015,5.53,6.09,67.0
1503,3422.0,181161,Brick Party,5,30,2,9,"['Cooperative Play', 'Hand Management']","['Action / Dexterity', 'Party Game', 'Real-time']",1.4286,2015,5.7860000000000005,6.73,407.0
1504,5345.0,183264,Spookies,8,30,2,5,"['Dice Rolling', 'Press Your Luck']",['Dice'],1.25,2015,5.641,6.19,324.0
1505,,180704,Dead of Winter: Dice Tower Crossroads Promo,13,100,2,5,[],[],2.0,2015,5.64,7.78,81.0
1506,,268272,Folding Space,10,45,3,6,"['Auction/Bidding', 'Modular Board', 'Set Collection', 'Simultaneous Action Selection']","['Pirates', 'Science Fiction']",0.0,2019,,7.79,7.0
1507,,133547,Crysis Analogue Edition: The Board Game,14,180,2,8,"['Campaign / Battle Card Driven', 'Dice Rolling', 'Grid Movement', 'Pick-up and Deliver']","['Fighting', 'Miniatures', 'Science Fiction', 'Video Game Theme']",0.0,2015,,,
1508,4362.0,247704,Quartermaster General: The Cold War,14,120,3,6,"['Area Control / Area Influence', 'Hand Management']","['Modern Warfare', 'Political', 'Wargame']",2.8571,2018,5.697,7.6,136.0
