,rank,game_id,names,min_players,max_players,avg_time,min_time,max_time,geek_rating,age,mechanic,category,weight,mech_acting,mech_action__movement_programming,mech_action_point_allowance_system,mech_area_control__area_influence,mech_area_enclosure,mech_area_movement,mech_area-impulse,mech_auctionbidding,mech_bettingwagering,mech_campaign__battle_card_driven,mech_card_drafting,mech_chit-pull_system,mech_co-operative_play,mech_commodity_speculation,mech_crayon_rail_system,mech_deck__pool_building,mech_dice_rolling,mech_grid_movement,mech_hand_management,mech_hex-and-counter,mech_line_drawing,mech_memory,mech_modular_board,mech_paper-and-pencil,mech_partnerships,mech_pattern_building,mech_pattern_recognition,mech_pick-up_and_deliver,mech_player_elimination,mech_point_to_point_movement,mech_press_your_luck,mech_rock-paper-scissors,mech_role_playing,mech_roll__spin_and_move,mech_routenetwork_building,mech_secret_unit_deployment,mech_set_collection,mech_simulation,mech_simultaneous_action_selection,mech_singing,mech_stock_holding,mech_storytelling,mech_take_that,mech_tile_placement,mech_time_track,mech_trading,mech_trick-taking,mech_variable_phase_order,mech_variable_player_powers,mech_voting,mech_worker_placement,mech_none,cat_abstract_strategy,cat_action__dexterity,cat_adventure,cat_age_of_reason,cat_american_civil_war,cat_american_indian_wars,cat_american_revolutionary_war,cat_american_west,cat_ancient,cat_animals,cat_arabian,cat_aviation__flight,cat_bluffing,cat_book,cat_card_game,cat_children's_game,cat_city_building,cat_civil_war,cat_civilization,cat_collectible_components,cat_comic_book__strip,cat_deduction,cat_dice,cat_economic,cat_educational,cat_electronic,cat_environmental,cat_expansion_for_base-game,cat_exploration,cat_fantasy,cat_farming,cat_fighting,cat_game_system,cat_horror,cat_humor,cat_industry__manufacturing,cat_korean_war,cat_mafia,cat_math,cat_mature__adult,cat_maze,cat_medical,cat_medieval,cat_memory,cat_miniatures,cat_modern_warfare,cat_movies__tv__radio_theme,cat_murdermystery,cat_music,cat_mythology,cat_napoleonic,cat_nautical,cat_negotiation,cat_novel-based,cat_number,cat_party_game,cat_pike_and_shot,cat_pirates,cat_political,cat_post-napoleonic,cat_prehistoric,cat_print_&_play,cat_puzzle,cat_racing,cat_real-time,cat_religious,cat_renaissance,cat_science_fiction,cat_space_exploration,cat_spiessecret_agents,cat_sports,cat_territory_building,cat_trains,cat_transportation,cat_travel,cat_trivia,cat_video_game_theme,cat_vietnam_war,cat_wargame,cat_word_game,cat_world_war_i,cat_world_war_ii,cat_zombies,cat_none
20,21,209010,Mechs vs. Minions,2,4,90,60,90,7.8782,14,"['Action / Movement Programming', 'Card Drafting', 'Co-operative Play', 'Dice Rolling', 'Modular Board', 'Variable Player Powers']","['Fantasy', 'Fighting', 'Miniatures', 'Video Game Theme']",2.4511,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21,22,183394,Viticulture Essential Edition,1,6,90,45,90,7.87286,13,"['Hand Management', 'Variable Phase Order', 'Worker Placement']","['Economic', 'Farming']",2.9563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,23,164153,Star Wars: Imperial Assault,2,5,120,60,120,7.871410000000001,14,"['Dice Rolling', 'Grid Movement', 'Modular Board', 'Partnerships', 'Role Playing', 'Variable Player Powers']","['Adventure', 'Fighting', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction', 'Wargame']",3.2768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23,24,124361,Concordia,2,5,100,100,100,7.85535,13,"['Card Drafting', 'Deck / Pool Building', 'Hand Management', 'Point to Point Movement']","['Ancient', 'Economic', 'Nautical']",3.1229,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,25,164928,Orléans,2,4,90,90,90,7.84462,12,"['Deck / Pool Building', 'Point to Point Movement', 'Worker Placement']","['Medieval', 'Religious', 'Travel']",3.1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25,26,2651,Power Grid,2,6,120,120,120,7.839760000000001,12,"['Auction/Bidding', 'Route/Network Building']","['Economic', 'Industry / Manufacturing']",3.284,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,27,72125,Eclipse,2,6,200,60,200,7.826389999999999,14,"['Area Control / Area Influence', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Player Elimination', 'Tile Placement', 'Variable Phase Order', 'Variable Player Powers']","['Civilization', 'Fighting', 'Science Fiction', 'Space Exploration', 'Wargame']",3.6827,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,28,175914,Food Chain Magnate,2,5,240,120,240,7.814539999999999,14,"['Card Drafting', 'Deck / Pool Building', 'Modular Board', 'Route/Network Building', 'Simultaneous Action Selection']","['Economic', 'Industry / Manufacturing']",4.2026,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,29,177736,A Feast for Odin,1,4,120,30,120,7.801130000000001,12,"['Area Enclosure', 'Dice Rolling', 'Pattern Building', 'Press Your Luck', 'Tile Placement', 'Worker Placement']","['Economic', 'Industry / Manufacturing', 'Medieval', 'Puzzle']",3.8745,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,30,121921,Robinson Crusoe: Adventures on the Cursed Island,1,4,120,60,120,7.79835,14,"['Action / Movement Programming', 'Co-operative Play', 'Deck / Pool Building', 'Dice Rolling', 'Storytelling', 'Tile Placement', 'Variable Player Powers', 'Worker Placement']","['Adventure', 'Exploration', 'Fighting', 'Novel-based']",3.7199,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,31,28720,Brass: Lancashire,2,4,180,120,180,7.794980000000001,14,"['Hand Management', 'Route/Network Building']","['Economic', 'Industry / Manufacturing', 'Transportation']",3.8744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31,32,126163,Tzolk'in: The Mayan Calendar,2,4,90,90,90,7.78638,13,"['Set Collection', 'Worker Placement']","['Ancient', 'Civilization', 'Economic', 'Farming', 'Mythology']",3.6354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,33,35677,Le Havre,1,5,150,30,150,7.786169999999999,12,['Worker Placement'],"['City Building', 'Economic', 'Industry / Manufacturing', 'Nautical']",3.7588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,34,124742,Android: Netrunner,2,2,45,45,45,7.76565,14,"['Action Point Allowance System', 'Hand Management', 'Secret Unit Deployment', 'Variable Player Powers']","['Bluffing', 'Card Game', 'Collectible Components', 'Science Fiction']",3.3541,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,35,55690,Kingdom Death: Monster,1,6,180,60,180,7.75668,17,"['Co-operative Play', 'Dice Rolling', 'Grid Movement', 'Role Playing', 'Storytelling']","['Adventure', 'Fantasy', 'Horror', 'Mature / Adult', 'Miniatures', 'Mythology']",4.2158,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,36,171623,The Voyages of Marco Polo,2,4,100,40,100,7.74016,12,"['Card Drafting', 'Dice Rolling', 'Point to Point Movement', 'Set Collection', 'Variable Player Powers', 'Worker Placement']","['Dice', 'Economic', 'Medieval', 'Travel']",3.1864,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
36,37,180263,The 7th Continent,1,4,1000,5,1000,7.7302100000000005,14,"['Co-operative Play', 'Hand Management', 'Modular Board', 'Storytelling']","['Adventure', 'Card Game', 'Exploration', 'Horror', 'Science Fiction']",2.8615,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,38,178900,Codenames,2,8,15,15,15,7.7283,14,"['Memory', 'Partnerships', 'Pattern Recognition', 'Press Your Luck']","['Card Game', 'Deduction', 'Party Game', 'Spies/Secret Agents', 'Word Game']",1.3471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38,39,122515,Keyflower,2,6,120,90,120,7.7262699999999995,12,"['Auction/Bidding', 'Memory', 'Modular Board', 'Pick-up and Deliver', 'Route/Network Building', 'Set Collection', 'Tile Placement', 'Worker Placement']","['City Building', 'Economic', 'Nautical', 'Renaissance', 'Territory Building']",3.3407,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39,40,68448,7 Wonders,2,7,30,30,30,7.72443,10,"['Card Drafting', 'Hand Management', 'Set Collection', 'Simultaneous Action Selection', 'Variable Player Powers']","['Ancient', 'Card Game', 'City Building', 'Civilization']",2.3425,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,41,146508,T.I.M.E Stories,2,4,240,90,240,7.721439999999999,12,"['Co-operative Play', 'Dice Rolling', 'Role Playing', 'Storytelling', 'Time Track', 'Variable Player Powers']","['Adventure', 'Mature / Adult', 'Science Fiction']",2.6657,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,42,18602,Caylus,2,5,150,60,150,7.6961699999999995,12,['Worker Placement'],"['City Building', 'Economic', 'Medieval']",3.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,43,146021,Eldritch Horror,1,8,240,120,240,7.690589999999999,14,"['Co-operative Play', 'Dice Rolling', 'Point to Point Movement', 'Variable Player Powers']","['Adventure', 'Fantasy', 'Fighting', 'Horror', 'Novel-based']",3.3105,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,44,12493,Twilight Imperium (Third Edition),3,6,240,180,240,7.690230000000001,14,"['Action Point Allowance System', 'Area-Impulse', 'Dice Rolling', 'Hex-and-Counter', 'Modular Board', 'Tile Placement', 'Trading', 'Variable Phase Order', 'Variable Player Powers', 'Voting']","['Civilization', 'Negotiation', 'Political', 'Science Fiction', 'Space Exploration', 'Wargame']",4.2378,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44,45,28143,Race for the Galaxy,2,4,60,30,60,7.6761,12,"['Hand Management', 'Simultaneous Action Selection', 'Variable Phase Order', 'Variable Player Powers']","['Card Game', 'Civilization', 'Economic', 'Science Fiction', 'Space Exploration']",2.9725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,46,110327,Lords of Waterdeep,2,5,120,60,120,7.67272,12,"['Set Collection', 'Take That', 'Worker Placement']","['City Building', 'Fantasy']",2.497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,47,62219,Dominant Species,2,6,240,120,240,7.66724,14,"['Area Control / Area Influence', 'Card Drafting', 'Grid Movement', 'Modular Board', 'Tile Placement', 'Variable Player Powers', 'Worker Placement']","['Animals', 'Environmental', 'Prehistoric']",4.0345,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,48,157354,Five Tribes,2,4,80,40,80,7.66228,13,"['Area Control / Area Influence', 'Auction/Bidding', 'Modular Board', 'Set Collection', 'Variable Phase Order']","['Arabian', 'Fantasy', 'Mythology']",2.8966,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,49,93,El Grande,2,5,120,60,120,7.65678,12,"['Area Control / Area Influence', 'Area Movement', 'Auction/Bidding', 'Card Drafting', 'Hand Management', 'Memory', 'Simultaneous Action Selection']",['Renaissance'],3.08,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,50,163412,Patchwork,2,2,30,15,30,7.6546,8,"['Tile Placement', 'Time Track']","['Abstract Strategy', 'Puzzle']",1.7135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,51,132531,Roll for the Galaxy,2,5,45,45,45,7.649189999999999,13,"['Deck / Pool Building', 'Dice Rolling', 'Simultaneous Action Selection', 'Variable Phase Order', 'Variable Player Powers']","['Civilization', 'Dice', 'Economic', 'Science Fiction', 'Space Exploration']",2.7585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,52,159675,Fields of Arle,1,2,120,60,120,7.648389999999999,13,['Worker Placement'],"['Economic', 'Farming', 'Industry / Manufacturing']",3.9087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,53,40834,Dominion: Intrigue,2,4,30,30,30,7.64613,13,"['Card Drafting', 'Deck / Pool Building', 'Hand Management']","['Card Game', 'Medieval']",2.441,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
